# x,y,z,B_x_err,B_y_err,B_z_err
-5.615024919692500338e-02,-9.639171551477500322e-02,7.402379253324999596e-03,1.537633803872666682e+01,1.240553327809662143e+01,4.077988846209716023e+00
-5.442818183367500312e-02,-9.640974464200000038e-02,7.810812249082499728e-03,1.049816549937549404e+01,4.585895123807725327e+01,2.313506037519347913e+00
-5.382543938820000262e-02,-9.551194721689999778e-02,9.026775669154999543e-03,4.865046834315971402e-01,6.350818729547663821e+01,5.052643863538547109e+00
-5.499728859582499879e-02,-8.379414351892500168e-02,5.855870647014999736e-03,6.160991899424903551e-01,2.581348843318317599e+00,5.692665242562473527e-01
-5.268967197057500274e-02,-8.653796533862499751e-02,8.674444914150000394e-03,5.358181900546126197e-01,1.837258043689883991e+00,2.321905684995209385e-01
-5.377833034827499831e-02,-8.541340136672499750e-02,8.326816273045000577e-03,3.597801728705589119e-01,1.567399619395923871e+00,2.204351576278913982e-01
-5.474478294322499689e-02,-8.538532568024999325e-02,6.966658649654999640e-03,5.091788481171551917e-01,3.087167078109065343e+01,5.764123736460682323e-01
-5.151265982542500149e-02,-8.576797228115000393e-02,9.230634425419999289e-03,4.975867313557419958e-01,3.265695912689028368e+00,9.468919394383583654e-01
-5.260131820312499706e-02,-8.464340830925000392e-02,8.883005784314999473e-03,2.901296904342405836e-01,3.630645882370467925e-01,5.812210468261698459e-03
-5.376913193760000237e-02,-9.215320116927500083e-02,9.027220586689999396e-03,1.147874229286254710e+00,1.456585190363652949e+01,1.398916688058106927e-01
-5.221776099402500315e-02,-9.195821217567499983e-02,8.952851079104999846e-03,6.619075812366381761e-01,1.101155303705220945e+01,2.937831016065230560e+00
-5.133716997619999778e-02,-8.968429051864999779e-02,9.642977093819999138e-03,6.516155942482976249e-01,6.650616151820668565e-01,2.236966873236747588e+00
-5.407818966135000127e-02,-8.975256179452499594e-02,9.162152596415000516e-03,8.113365024030493311e-01,2.023129965974579036e+01,1.787703029197351134e-01
-5.434610552219999724e-02,-9.081373380882500068e-02,8.257947868889999737e-03,1.609287453151794667e+00,7.070460886506691800e+00,3.057313280678690126e-01
-5.194984513317500024e-02,-9.089704016137499509e-02,9.857055806630000624e-03,9.153777035926224936e-01,1.463258037495988040e+00,8.443903229822130596e-01
-5.253346598244999777e-02,-8.867664335220000471e-02,9.088255046432500150e-03,9.560808416042639868e-01,6.958247898618763472e-01,1.098793865099466416e+00
