# x,y,z,J_x_err,J_y_err,J_z_err
1.728484332659386419e-02,4.898582863531739107e-02,8.008187178550759192e-03,1.502569039114868951e-10,1.595645895410863123e-10,1.310681625374750317e-10
1.810028517138939988e-02,4.724238909272904241e-02,1.144735672473038909e-02,1.621861977659011143e-10,1.495070903391385416e-10,3.764368376442861558e-11
1.698149235113059763e-02,4.649512497762734592e-02,1.232552827737974643e-02,1.608064986580193011e-10,1.453190409970183282e-10,4.168621237169442684e-11
1.770279311115280016e-02,4.728524892775305688e-02,1.021801365001496348e-02,1.568254492572281929e-10,1.538830298048012410e-10,1.252857229073083450e-10
1.621522388932080533e-02,4.521351520447040861e-02,1.124127788253274571e-02,1.602602896383596060e-10,1.588015975750354323e-10,6.288698105069916400e-11
1.658400029089399791e-02,4.653798481265135345e-02,1.109618520266432429e-02,1.681327747908963647e-10,2.075411729996471170e-10,3.754361051361386180e-11
2.018101469691979677e-02,4.742447664877723346e-02,1.202922211498346806e-02,1.719413272807342430e-10,2.660742873343218255e-11,2.321124953155073517e-10
2.122170080969138992e-02,4.808194537807040231e-02,1.130735244280926290e-02,1.627939800721254297e-10,2.020952930742691244e-11,1.365111373749862582e-10
1.954756910262802488e-02,4.659269505411693657e-02,1.155485397094911833e-02,1.455041953484188524e-10,1.288555350160414062e-10,1.579865493576816664e-10
1.497660856304254898e-02,4.460446606212334353e-02,8.141331140864046037e-03,1.259238670346295861e-10,1.394017425595294865e-10,5.114535303171026193e-10
1.379281662718601954e-02,4.367410624528792612e-02,8.250309350376197615e-03,1.393888433555233975e-10,1.487079555665715299e-10,4.931775679818832082e-11
1.488570817796486950e-02,4.469341805456293615e-02,9.401465563610916093e-03,1.365432621928941603e-10,1.466969469963322262e-10,2.314500780538542845e-10
1.370191624210833833e-02,4.376305823772751180e-02,9.510443773123065936e-03,1.382311229576355112e-10,1.760853835774232106e-10,2.305735152798755311e-10
1.619879536815016161e-02,4.450221574541172315e-02,1.015863089831604490e-02,1.502842289062449990e-10,1.540046327534367079e-10,1.039443682976908832e-10
1.792427508804513708e-02,4.519219204610296081e-02,1.282750931366553188e-02,1.339621838278323746e-10,1.111807723903246534e-10,3.108941188821068117e-10
1.926581871737207199e-02,4.552151408792903114e-02,1.237587290262360563e-02,1.417978670295888004e-10,8.431785411598764164e-11,4.159910228492149574e-10
1.758485738470887128e-02,4.407912862107704610e-02,1.223682046394376256e-02,1.313190909389368977e-10,1.318469657010978806e-10,3.652646937781795983e-10
1.627329824622114271e-02,4.405759194442047944e-02,1.187993210752639854e-02,1.473673501313400084e-10,1.245462195964405136e-10,3.549723935328847383e-10
1.625686972505049552e-02,4.334629248536179397e-02,1.079728512330969947e-02,1.494357699045577335e-10,1.373823669528896580e-10,2.926892126865236621e-13
2.136760456017166437e-02,4.945036421002203808e-02,7.605472559609532598e-03,1.819868072841138269e-10,1.098343707039569766e-10,3.572866286006068536e-10
2.071512629324462340e-02,4.866735137230096542e-02,7.103935018732005988e-03,1.696391491642676928e-10,1.717746475421048013e-10,2.111443723434242949e-10
2.094568991658327453e-02,4.861401675327070571e-02,5.690769817612809089e-03,1.675730034046043633e-10,1.692936051729232941e-10,1.212249692391375678e-10
2.216801122489794537e-02,4.781174050790559793e-02,1.201458210158729001e-02,1.229547191143951137e-10,6.819849114328850450e-12,3.340785885967598731e-10
2.017423676790226772e-02,4.550161086604673222e-02,1.302076704913047826e-02,1.505745878440646048e-10,7.288735992256174953e-11,5.831602507437017855e-11
2.057672387061337468e-02,4.669966675878638174e-02,1.295668183087539047e-02,1.660016601990031349e-10,1.823947870634600304e-11,1.295411377659059968e-10
2.195315245056519288e-02,4.671402147820005735e-02,1.268100550658576506e-02,1.117963567436139748e-10,4.794288855359521115e-11,2.249858918690908586e-10
2.018474116951135891e-02,4.669561741074213651e-02,4.960668382733724596e-03,1.845978392738471769e-10,6.678637277639045212e-11,6.089687958025764620e-10
2.135334434870378092e-02,4.738074312175813430e-02,5.503977399859489444e-03,1.455080985184686113e-10,1.190973502238141515e-10,1.186190368544128579e-10
1.985171683486444683e-02,4.550515186394823997e-02,4.996032317795279752e-03,1.541041970585513616e-10,2.023929252673761684e-10,1.149921061930189008e-09
1.853712392106572626e-02,4.523388533766999758e-02,4.830739642740483793e-03,1.482125197449349083e-10,2.264640620963125078e-10,9.669523972087644247e-10
2.094624171256333559e-02,4.598641729113028820e-02,4.207083847342718043e-03,2.123187679086524639e-10,1.397339412724544613e-10,6.503863337447988895e-10
2.061321737791642350e-02,4.479595174433639859e-02,4.242447782404273199e-03,1.997292712436152537e-10,2.060043679973172730e-10,3.327986382114256385e-10
2.233912661854122947e-02,4.600044781028403418e-02,4.262866356541107973e-03,1.734443113037372166e-10,1.624353598598979060e-10,7.330021687371431530e-10
2.268627805812906129e-02,4.707957207515781756e-02,4.863573047414236107e-03,1.838554138357142542e-10,1.451848535957221257e-10,5.210575924870582791e-10
2.325126131946538693e-02,4.887245283561109793e-02,9.342788620194530588e-03,1.534947265238308951e-10,3.028000107142463381e-11,6.919849644499083631e-10
2.345082205325724894e-02,4.872195065436598499e-02,8.099073318399711147e-03,1.302705088146248531e-10,7.382141036755819287e-11,1.368043007335853163e-10
2.204916564011029020e-02,4.863618117807008701e-02,9.738420184021615023e-03,1.461273857196352420e-10,3.160988061600063618e-11,7.298424034813866573e-10
2.224872637390215568e-02,4.848567899682497406e-02,8.494704882226795581e-03,1.368321498223830431e-10,9.609857324214918195e-11,1.194677442655592969e-10
2.191796148307299796e-02,4.758274345386574733e-02,1.049321893113501145e-02,1.452918084762940928e-10,5.585788787115477618e-12,4.763995257962693720e-10
2.286427189827954995e-02,4.731253858370094295e-02,1.120044858991303682e-02,1.114350436054562903e-10,1.771658283883637818e-11,1.073260789219000082e-10
2.405681320703412923e-02,4.770412884713785828e-02,1.097775003713344008e-02,7.016351476544227428e-11,2.623011509964751253e-11,7.962917582910177438e-11
2.431259847118267398e-02,4.821060537484366665e-02,9.874888814528330269e-03,7.517159650472882162e-11,3.244557570184460096e-12,1.547060104278843866e-10
1.771218956597703925e-02,4.561027162167237414e-02,7.226736016725044190e-03,1.426015384066546035e-10,1.298187892641332608e-10,3.703341589811377414e-11
1.733384555310453490e-02,4.450650050844243838e-02,9.433144514606476433e-03,1.344965977171395035e-10,1.434227624437078609e-10,8.382970476864673395e-11
1.650830372813265681e-02,4.457611917318068245e-02,7.260533315618787620e-03,1.374483247013742378e-10,1.387344102688073020e-10,1.493437356070648295e-11
1.634414529127514726e-02,4.402973754126694728e-02,8.354575097731679889e-03,1.312312829938389709e-10,1.427027221424499526e-10,2.470448777330053745e-10
1.650647477183419740e-02,4.277388035605020344e-02,7.748031788632292124e-03,1.421970389440881877e-10,1.526773200342718121e-10,2.811817478621874767e-10
1.824539086617836536e-02,4.373795985636499267e-02,1.109729310284195830e-02,9.915778552875444067e-11,1.198343593822619817e-10,6.620643812859532891e-11
1.667063320869170695e-02,4.332026198796393862e-02,6.653990006519399855e-03,1.372973786643311149e-10,2.052235401878169074e-10,9.388621078201613233e-11
1.739191991000486881e-02,4.335057724839250920e-02,1.007179873960013100e-02,1.361075835524588509e-10,1.409032534547522191e-10,1.416276306144782476e-10
1.975193199344936826e-02,4.487943773668091191e-02,6.260664517369970636e-03,1.478512225705721838e-10,1.239941384382178002e-10,7.156997087263639757e-11
1.807058163604944451e-02,4.325813145742383320e-02,6.072192587951504884e-03,1.415062495031392612e-10,2.018531528208710501e-10,1.234929633330560433e-10
1.843733907965064769e-02,4.460817121040267647e-02,6.095371842315173809e-03,1.528225023529313735e-10,1.371577392195089335e-10,9.094040877173782497e-11
1.897399071348461475e-02,4.589908612241163505e-02,8.208044442915361782e-03,1.322883501530862968e-10,1.326266101756368165e-10,1.556564412314388436e-10
2.218550965073236986e-02,4.722681590438888855e-02,8.505759700242844501e-03,1.343630472989282324e-10,5.764265239110862947e-11,4.224787913408257784e-11
2.014513094769326482e-02,4.549987046099768229e-02,7.321256995937695106e-03,1.349908740036510373e-10,1.488596012848518312e-10,3.020715479251463185e-10
2.106998895907398472e-02,4.745162571524941947e-02,7.733158352114206241e-03,1.423693325416259977e-10,5.817537801191111699e-11,3.017748344922357122e-10
2.159813177798231010e-02,4.658646687264367259e-02,9.914973832751645955e-03,1.336774268999709534e-10,5.072318438792790326e-11,8.745843165637380659e-11
2.026842551030892670e-02,4.625388720218802374e-02,1.025473920039154940e-02,1.368714733234132007e-10,9.033532637745771120e-11,2.177247451468002259e-10
1.875980513746961995e-02,4.534169664109544140e-02,9.320411158683901756e-03,1.308234694623647005e-10,1.265434365741671074e-10,6.128406392782109941e-11
1.943225005227392291e-02,4.698751900222538497e-02,8.469400251367805235e-03,1.451766774808457228e-10,6.330376952242878126e-11,4.703025829619124223e-11
2.141351896830076540e-02,4.681071029928100813e-02,6.599933813488769938e-03,1.428667627793820311e-10,1.050544795667872018e-10,1.446537729935118146e-10
1.921806447625892811e-02,4.643012952090919132e-02,9.581766967136346944e-03,1.380729312487499218e-10,8.406537401017698924e-11,2.855309529989198791e-10
2.322308176798322521e-02,4.674056707543380873e-02,7.819402565278483347e-03,1.412321484051528692e-10,8.008328437882878291e-11,9.851123048444305949e-11
2.413443920440268634e-02,4.760020617448221247e-02,7.740979788941315318e-03,1.413349510269047343e-10,8.609570743728996340e-11,1.669898273880947324e-10
2.274961438637324376e-02,4.647197865711829440e-02,6.743377824907900719e-03,1.403033836960226131e-10,8.572298576886126450e-11,2.102936335854863751e-10
2.349328655204126898e-02,4.664665786523299745e-02,5.590381113569072719e-03,1.675100888745060428e-10,1.098853692953334286e-10,8.723893797893201506e-10
2.239811360944245558e-02,4.564037227444719957e-02,1.224693218800901491e-02,1.438204268626454912e-10,9.594649126400525118e-11,8.913787068285010689e-11
2.026163475844975845e-02,4.485929940030640439e-02,1.171582731439860248e-02,1.340883149181086693e-10,6.400785021383793057e-11,2.519748931502687940e-10
2.117005280897995070e-02,4.483939617842410547e-02,1.236072146090547511e-02,1.497311612285919836e-10,5.797903001701624135e-11,4.813225457130943800e-12
1.958062461059232109e-02,4.418880859376828757e-02,1.102793636433872619e-02,1.310026702814270489e-10,7.352512768658803421e-11,2.215892613357660659e-10
2.015311323878390959e-02,4.463662211844880018e-02,9.889708645174322479e-03,1.272505801883800952e-10,1.005838353254277168e-10,1.138926138587948835e-10
2.083412338664134694e-02,4.530711292498691700e-02,1.057759959523419876e-02,1.291045325320770831e-10,6.019146242885925100e-11,8.018344862328447023e-11
2.216382965431472687e-02,4.563969259544256585e-02,1.023783422759429532e-02,1.263097530182712896e-10,9.242719816876598559e-11,4.318788667622718440e-11
2.281940182658564326e-02,4.599285516678515429e-02,1.126227267386223710e-02,1.342643230263852825e-10,1.039280168920341593e-10,1.237024748196168892e-10
2.147589649292850136e-02,4.380026866125751039e-02,1.269805285006854467e-02,1.578896316391190167e-10,1.079402126512156672e-10,4.058030677381048703e-10
1.769456053244044744e-02,4.215244239541058452e-02,8.253180519666992315e-03,1.243159252300403082e-10,8.569454018126596886e-11,4.600795957375063579e-10
1.759030540878173468e-02,4.225237632057739223e-02,9.498378053760034648e-03,1.298309755285298245e-10,8.191787586985108094e-11,3.277665694670387620e-10
2.111366730503788300e-02,4.276124939822011084e-02,1.209555712738669998e-02,1.565455209749476309e-10,1.087234465215320376e-10,3.400975742237809474e-10
1.875900673601414020e-02,4.194711074170952986e-02,1.002781747853745235e-02,9.020287626048978805e-11,1.007872231812089588e-10,1.865287848183355867e-11
1.879157972881794272e-02,4.267903737144530113e-02,1.113969152666698624e-02,9.557992564908724028e-11,1.083284491105481704e-10,5.610119873840152001e-11
2.012681347323189499e-02,4.312988610884858909e-02,1.107033478816375240e-02,1.355055671093277499e-10,7.755271072777240554e-11,2.541716510059623852e-10
2.571505968679956011e-02,4.762131831137486615e-02,9.131655690381774992e-03,9.176500130586578653e-11,4.161443119912394899e-11,3.084151846970396325e-10
2.533733968622770699e-02,4.716142129225851104e-02,8.241461966589579483e-03,8.705111540067062711e-11,3.797534464461882205e-11,4.539021645236470872e-10
2.618588274930171850e-02,4.726723694915299645e-02,7.205779421430502305e-03,9.397827790017589149e-11,1.418084865778702672e-11,9.452296335924187838e-10
2.498298226747670131e-02,4.770602183137670482e-02,6.705297243782238140e-03,1.459953276694298869e-10,7.807885350586004862e-11,1.923429886316627206e-10
2.481529699672526540e-02,4.702106194044300413e-02,5.630723308780579035e-03,1.261127240214833670e-10,1.203788539896952679e-10,8.249929710654909928e-10
2.506993866193209242e-02,4.681762405120992732e-02,1.129935471404119700e-02,5.866885047841103338e-11,1.782912969811685852e-11,2.965882881996349750e-10
2.422034442044181113e-02,4.589720158384753834e-02,1.141837852005601200e-02,5.560097879368811771e-11,4.532336081534924716e-11,2.865072898717417176e-10
2.471176225912776608e-02,4.519793284072332051e-02,1.233280056086204050e-02,5.814640160084467865e-11,5.251359068779112738e-11,1.957860752549275037e-09
2.348377802989705387e-02,4.498671860694571090e-02,1.267761928895275690e-02,1.070233301624715772e-10,1.235031003297036516e-11,3.902988816023039173e-10
2.306606210770717827e-02,4.379985388666829405e-02,1.273425616094523219e-02,8.795529791783037151e-11,1.068212529776865885e-10,2.302895455732430690e-10
2.239598209966998238e-02,4.502107548574216245e-02,6.872772939677609244e-03,1.286463831279829376e-10,1.231642728161126017e-10,2.330418138230451912e-11
2.142818827040558760e-02,4.403017428397626443e-02,4.915151914299746572e-03,1.455592092657420226e-10,8.402826881157647212e-11,1.133720093047198213e-09
2.256505939031750937e-02,4.482528621640773786e-02,4.822747681528644775e-03,1.601358497461538807e-10,1.458774413452843233e-10,1.074802358226643693e-09
2.090015064362981539e-02,4.441889143488349234e-02,7.297774266189526945e-03,1.176206757224897766e-10,7.140732720472911801e-11,2.353062758749217952e-10
2.050695168938592231e-02,4.379845871056672196e-02,6.237181787621800741e-03,1.170011078036565353e-10,7.911750647134749654e-11,3.123617875565442012e-10
2.313965426533800759e-02,4.519575469385686550e-02,5.719776228338781243e-03,1.657937536558103143e-10,1.619759220222479312e-10,9.160399447223125067e-10
1.928627826898482792e-02,4.238250975666441045e-02,7.604372075102671345e-03,1.133075766065116282e-10,1.011505000170667511e-10,4.480054501480122184e-10
1.949814093573631890e-02,4.294181718676392395e-02,6.517425925500076184e-03,1.156705685765408072e-10,1.333818668637155133e-10,3.001207390205908907e-10
2.010087945396248771e-02,4.215208323280675989e-02,5.868825033670712309e-03,1.189102560613582920e-10,1.212208995763482034e-10,2.332086754497930090e-10
1.988901678721100019e-02,4.159277580270724639e-02,6.955771183273308338e-03,1.161554231254347444e-10,1.258899484678422522e-10,5.811307476176623151e-10
2.344314525693503432e-02,4.414798814039377906e-02,4.318679419548203217e-03,9.694419697695870585e-11,1.435836637515023089e-12,3.765997219726047651e-10
2.401774013195553253e-02,4.451845661784291364e-02,5.215707966358341420e-03,6.304575240970951893e-11,8.774099899885167991e-12,7.591879623173824194e-10
2.146045032476432204e-02,4.191094993223195425e-02,5.333473867492126777e-03,9.623922661509934978e-11,9.486383143986191540e-11,1.842655735594240683e-11
2.177894838755781853e-02,4.293239945959865383e-02,4.660044885999437350e-03,1.249236618573436052e-10,7.183647984112896573e-12,4.654548274392103198e-10
2.310302497471038510e-02,4.285798613344045382e-02,4.400553351451201231e-03,9.564561361526661510e-11,8.029790108144590266e-12,2.899968334199489027e-10
2.581448913529626327e-02,4.590053589336166862e-02,5.086156484276992303e-03,1.038712032260844642e-10,2.384253355999570123e-11,7.137946785322803300e-10
2.537056455722979179e-02,4.484883374213772395e-02,4.541746027085046163e-03,1.044222640733522971e-10,9.109337490674012171e-12,7.105148873391973988e-10
2.577797956012799208e-02,4.619014203745411273e-02,9.137251975181510943e-03,9.089363779491747472e-11,5.382189247443261469e-11,1.048801105531534472e-09
2.540025955955613896e-02,4.573024501833775762e-02,8.247058251389315434e-03,9.464511428733859643e-11,5.435069704407617689e-11,3.521740828405000312e-10
2.367796863884856148e-02,4.532325550058449726e-02,8.412046277152505219e-03,1.106255028081127664e-10,3.137025191420042024e-11,6.664485238036968421e-11
2.676362394506267076e-02,4.578751275103992713e-02,1.040592623812159820e-02,8.127934908424425637e-11,3.867689873583605450e-11,5.819989587656015520e-10
2.538864379940907606e-02,4.589292430499499614e-02,1.020208977623582314e-02,9.670786600905494310e-11,5.323765964273918283e-11,3.070385185842671263e-10
2.715295970578158677e-02,4.608473048349905066e-02,9.341088437067286004e-03,8.988450016189558647e-11,2.869848015079024344e-11,4.300118467749982751e-10
2.424834527603540041e-02,4.377224023485586785e-02,6.295878186159736475e-03,8.715301453395513993e-11,4.544002216041969217e-11,3.499308368281350157e-10
2.390506328516355666e-02,4.251979882346492573e-02,5.593903754198351237e-03,9.467107688088365486e-11,6.613736145510499286e-12,4.580432216774361779e-10
2.331746764312673040e-02,4.446708628533083824e-02,7.615962199275698799e-03,1.009156677165144951e-10,5.106934209416686709e-11,6.747620358858769578e-10
2.320609439793012638e-02,4.486273005233846339e-02,9.421263806959515735e-03,1.087812828375182650e-10,5.647574607024726830e-11,2.627327035975875830e-10
2.453904955791878784e-02,4.497250183763260023e-02,1.032111358225063814e-02,6.592381962271237455e-11,8.697540525450050407e-11,1.043206874689243116e-11
2.017779037333893022e-02,4.186536687160993114e-02,9.603064702282941567e-03,1.072884413471932392e-10,9.680201094857104909e-11,1.803155707547927892e-10
2.120586840364628925e-02,4.358043996614790333e-02,8.398463161906333935e-03,1.179425535860415430e-10,6.545911350389735976e-11,3.780306161654178526e-10
2.131506988486377499e-02,4.386216190185335262e-02,9.574607432880643393e-03,1.167214261153780158e-10,2.646669092964419456e-11,1.901492390241251272e-10
2.204466545953708695e-02,4.235306347970401591e-02,1.124200255280358510e-02,1.215001514245710615e-10,7.558778926819104840e-11,6.456611535121606730e-10
2.303834477633661185e-02,4.375569016528736699e-02,9.445927962305740097e-03,1.111220103386069882e-10,3.287911424838455955e-11,3.249301266979739324e-10
2.060080678265089824e-02,4.240069981173162639e-02,8.424816832941202024e-03,1.124306640850719735e-10,9.561885550513511481e-11,4.247596710686669117e-10
2.120354530087707051e-02,4.161096585777446233e-02,7.776215941111839017e-03,1.245900698575597906e-10,1.154891853832478946e-10,4.810033189571779483e-10
2.292914329511912264e-02,4.347396822958191770e-02,8.269783691331430639e-03,9.172323733204385137e-11,8.047056792203699876e-11,4.902246523800571394e-10
2.215647135495258518e-02,4.129382567550114042e-02,1.132520359668975039e-02,1.154256456919882511e-10,1.782853821527675692e-11,7.372615643910628632e-10
2.105781162773109894e-02,4.272170019033249416e-02,1.021678021358063751e-02,1.120320698161594248e-10,4.544212001981975421e-11,2.793362996861096679e-10
2.567801512342554257e-02,4.404548192699651865e-02,6.430195090090871923e-03,1.049283840583864958e-10,4.249455923607560366e-11,3.364473364916794380e-10
2.622232039113120763e-02,4.434226745476450154e-02,5.292984553713264186e-03,1.134725781869012772e-10,2.538944842848168370e-11,5.845131002660715741e-10
2.686995331245170190e-02,4.607571077084607336e-02,6.882444013057061223e-03,1.053152597669663112e-10,4.020414229944903722e-11,9.221311374969564406e-10
2.666624496919767912e-02,4.539396960598846009e-02,5.837395010905211193e-03,1.198101354485812399e-10,1.233882478815128039e-12,5.766576670611709171e-10
2.646942841122445350e-02,4.514731749522475635e-02,7.585291077443643594e-03,9.937263105688525132e-11,6.405012001051092519e-11,5.753135802307690965e-10
2.762383383046396190e-02,4.515582777257186320e-02,8.418284876038927000e-03,1.002503845148908167e-10,5.233341131337506137e-11,4.757283787278278480e-10
2.366841975466815393e-02,4.266881190296194226e-02,1.112477702669653276e-02,1.116848909131431746e-10,4.568023345903937308e-11,3.673369882110515026e-10
2.537928644801604877e-02,4.389674810551518619e-02,1.058605184760852067e-02,8.255639523157827617e-11,1.398554515024285088e-10,1.517094875196236485e-10
2.440484081433500624e-02,4.293097687702444182e-02,9.970875216898683613e-03,1.155101005235399578e-10,3.079676587492024280e-11,2.569925165042249910e-10
2.378022565008365216e-02,4.160957409875907370e-02,1.120797807058269979e-02,1.061646799064082735e-10,9.844084697644491005e-12,4.935347992115524614e-10
2.432758721494763382e-02,4.307658304688882084e-02,1.201453491215633690e-02,8.868126874336181249e-11,1.095586559299153201e-10,2.000109423671160460e-10
2.542268612485524756e-02,4.402005698111779997e-02,1.183330936918704397e-02,8.524215649459716194e-11,1.242640344220343031e-10,1.144592044145780285e-10
2.700556610817399575e-02,4.436578383110832691e-02,1.040982811639679269e-02,9.201909674284932057e-11,1.194190875051870230e-10,3.457144431251419837e-10
2.726803894775477535e-02,4.392412496655567766e-02,9.108220156395060302e-03,1.107182644879539721e-10,1.325826168276345607e-10,3.563204038697369584e-10
2.506961097622163737e-02,4.212072051691025804e-02,1.239838838602149232e-02,7.749475894789904310e-11,7.398986367160817905e-11,4.780763303195303124e-10
2.443869951844682836e-02,4.118630417628339063e-02,1.194722758219913389e-02,1.046061244130645551e-10,1.113362222014181402e-11,5.673862838298519387e-10
2.125936466274551059e-02,4.061819572163404002e-02,8.397011258447802454e-03,1.189282720936722663e-10,9.872952546228060799e-11,5.363303019341466303e-10
2.214019261891927645e-02,4.052962891689639718e-02,1.032884850712355307e-02,1.119164297602859087e-10,8.953279028616310204e-11,3.129028731210646787e-10
2.114836546911161297e-02,4.073253340237670272e-02,9.631931951939688361e-03,1.170987748778748334e-10,1.010633175128210056e-10,2.317154731301362865e-10
2.898647388464882860e-02,4.574419113016817140e-02,8.433720363922097771e-03,7.581352353858999451e-11,6.804272928963348863e-11,4.942663491113259173e-10
2.813598978427344147e-02,4.516461400979145113e-02,5.475853480495855054e-03,7.805466856765872909e-11,3.177938395173665327e-11,3.700476688007790259e-10
2.833969812752746426e-02,4.584635517464907828e-02,6.520902482647705084e-03,6.444098873020411687e-11,5.907012784709049925e-11,9.838890028615631826e-10
2.930181328048508255e-02,4.550632525662404865e-02,7.239185034917457358e-03,7.749280883041297682e-11,6.359188174385545608e-11,3.315639482779053060e-10
2.705482657461285786e-02,4.394895409899125804e-02,1.213852765590844873e-02,9.661446312681060149e-11,1.472055966218237379e-10,4.644813324740694243e-11
2.793838888158049413e-02,4.454281128816041380e-02,1.142794207698819703e-02,1.140321047107935271e-10,1.356913000758162726e-10,2.716284362009901533e-11
2.748058618087310251e-02,4.276129291204359972e-02,1.236139888134065931e-02,7.243744974666537680e-11,5.290679862553069201e-11,2.709450565114355052e-10
2.659046949238949922e-02,4.187653326419157884e-02,1.244003406848440997e-02,6.604652377480569145e-11,6.993396833656397222e-11,3.566423922113146678e-10
2.331826281000085738e-02,3.985500004866981971e-02,1.023760057563788579e-02,1.396403232937268799e-10,9.623726059794697384e-11,3.781246018070285238e-10
2.512165520231468552e-02,4.020491574547079699e-02,1.141707711315304366e-02,1.367765669408259100e-10,1.306921558308244981e-10,1.123190941184520053e-11
2.446318133395151279e-02,4.062818566794647313e-02,1.067782760153660956e-02,1.264662922143947028e-10,1.134101380518052503e-10,4.602946108023771686e-10
2.999206857940726542e-02,4.395308221676216820e-02,1.079518459715110221e-02,9.643087900842542281e-11,8.812885446308042654e-11,3.241094278883150934e-10
3.042188586018563373e-02,4.436441811730638951e-02,9.792506124442868637e-03,9.364602709892320968e-11,8.501727158730588862e-11,3.401749589500994504e-10
2.856963583978703453e-02,4.226093057180452250e-02,1.157236190644560236e-02,8.390064769167852248e-11,4.987177682113760812e-11,3.450038903166598935e-10
2.871216036709286004e-02,4.348444886335746384e-02,1.091348635684310717e-02,7.654616359568659431e-11,1.073326138137096099e-10,1.767261575117318138e-10
2.937090960944227155e-02,4.438861097290609792e-02,8.984102444831318368e-03,8.218780114306191426e-11,8.532179124770107202e-11,8.222776274639988316e-10
2.840048828350790616e-02,4.354707150191920728e-02,9.566440703078524926e-03,7.452834094266285669e-11,1.089484436844657798e-10,3.509775974341566415e-10
2.243979878295514555e-02,4.109302334746195440e-02,7.100138054228022876e-03,7.402677399465179984e-11,8.529816956111141739e-11,2.575158864922514826e-10
2.360537751333757761e-02,4.151696220921111818e-02,6.264263551465367244e-03,7.939608542813229689e-11,7.651467294967243692e-11,1.132058500420664360e-10
2.248484114009090956e-02,4.083369999181993282e-02,5.744342130210905797e-03,7.560700353956151873e-11,7.948515640384969584e-11,3.973528718949782867e-10
2.249561814482358910e-02,4.010025321132153209e-02,7.720933371563986312e-03,8.682461770417581811e-11,9.347511659298366189e-11,1.730000712511960816e-10
2.356033515620181359e-02,4.177628556485313283e-02,7.620059475482484322e-03,9.187902330747667745e-11,5.710715497633630413e-11,3.287245803099446377e-10
2.705831446343802751e-02,4.297308871787267059e-02,5.049369716185659121e-03,1.024079685979274169e-10,7.289245628757488697e-12,6.441818045629403247e-10
2.681755542499787356e-02,4.111827902591707468e-02,4.089470848590863808e-03,3.751715130614563235e-11,1.953591361763109077e-11,3.250029803556490478e-10
2.532213307960630086e-02,4.189286747052457793e-02,5.517215657838046849e-03,8.827862235794498483e-11,2.161092644751855212e-11,4.631146993032398331e-10
2.529998525465477696e-02,3.994870061864882332e-02,5.058151780623986772e-03,6.480454271172302376e-11,5.111581317813900612e-11,2.942652541801747967e-10
2.708432274582908347e-02,4.235639479130699769e-02,4.081683986694331287e-03,5.550730693281109836e-11,7.028839011097949947e-11,5.504152081211967687e-10
2.502244730778032181e-02,4.089003085627076345e-02,6.187575455105061989e-03,6.602874032809755815e-11,6.693930607606148397e-11,2.854357456191901492e-10
2.651400919573236245e-02,4.267630319010468076e-02,6.186580252563267726e-03,7.323374631280104298e-11,1.229309832418959366e-11,4.032919481926667249e-10
2.559967102648075254e-02,4.095153723290263781e-02,4.387791983356972500e-03,8.793737944937233142e-11,4.978971787288535437e-11,1.012702602439006121e-10
2.984098830839682776e-02,4.430188146644976205e-02,6.951578442357792681e-03,7.502031485945761701e-11,1.628619616544138036e-11,6.151853631830153285e-10
2.973113626450686608e-02,4.344552781058564489e-02,8.067662375387626983e-03,5.917915179292793307e-11,6.093418381799234936e-11,7.980877102666914466e-11
2.902197645225975536e-02,4.403141333910513822e-02,4.984449485131975562e-03,6.829210913127968965e-11,4.808255187727625645e-11,4.794707735001861385e-10
2.976485982342551989e-02,4.350871071378847876e-02,5.741891894724160915e-03,9.704580353041168411e-11,1.429837267331329969e-11,9.391000116849448962e-11
2.913110908065657742e-02,4.236888757309364983e-02,5.859818587605912857e-03,7.811570529599286234e-11,2.270409250138827107e-11,3.845574293485496777e-14
2.838822570949081289e-02,4.289159019841030929e-02,5.102376178013726636e-03,4.400069195820337340e-11,1.721946150607487811e-11,4.668350606069012056e-10
2.841423399188186885e-02,4.227489627184464333e-02,4.134690448522397935e-03,8.019031608989233892e-11,6.337278514535576561e-11,5.678808531711941292e-10
2.901008735846589276e-02,4.106671669221318571e-02,3.933077638578071598e-03,1.172059226917668939e-10,9.570381969208933037e-11,3.648280301175293971e-11
2.800111373612678561e-02,4.033019384965622761e-02,3.997905023847459112e-03,1.302815116629464235e-10,7.426963383344594405e-11,4.678507477152004331e-11
2.627910928478598834e-02,4.007202114251252195e-02,1.083772443113216119e-02,1.841640776511756115e-11,5.532838567260980084e-11,4.554086393320715312e-10
2.616311503562052804e-02,4.048981441225452116e-02,7.402615778738744039e-03,6.386358831609882812e-11,7.623388394494687577e-11,3.496067384633212440e-10
2.712735117410727814e-02,4.185560999772478669e-02,7.650581809877081245e-03,1.086708083962570071e-10,3.983370406263475463e-11,4.888463997298019828e-10
2.418609681960594976e-02,3.983951336073018878e-02,8.457598828553731032e-03,9.637766577431823679e-11,9.074903523428869997e-11,1.210652482668558054e-10
2.691101926548363291e-02,4.226295683380137946e-02,8.788292249472074574e-03,9.415762735245028004e-11,5.463006112221875888e-11,1.460678232446846034e-11
2.493879661530610387e-02,4.086587509339743157e-02,8.300052108322080943e-03,1.009985012168827314e-10,7.206062502904313851e-11,2.449382245318422811e-10
