# x,y,z,J_x_err,J_y_err,J_z_err
-4.646104000557743641e-02,-2.331373038406259895e-02,-3.531156082869306607e-03,6.430618760604035952e-10,9.703135718314203861e-10,2.103165326765940079e-09
-4.844594706213441182e-02,-2.342687836688242195e-02,-3.862631207672674247e-03,1.300654208480921464e-09,7.652724329164728395e-10,5.446952272292004229e-09
-4.715137434697251606e-02,-2.321823446158201645e-02,-1.147604078261416864e-03,1.658543256174330600e-09,6.410411884854940453e-10,4.544868376084436411e-09
-4.764744681315107033e-02,-2.461073348506055691e-02,-1.345613978248984483e-03,1.240997401428718921e-09,9.423982329425436002e-10,4.506373974275232253e-09
-4.791306265440863077e-02,-2.363381330643343770e-02,-2.063529541295145136e-03,1.198621342779624970e-09,7.975595753216976264e-10,4.763125927228410730e-09
-4.688575850571495562e-02,-2.419515464020913914e-02,-4.296885152152562647e-04,1.417934231399749560e-09,8.896963250326829458e-10,3.685172500117779739e-09
-4.016115055082033342e-02,-2.296122844558422249e-02,-1.317863458493602306e-03,8.450154420644038551e-10,1.351161978412085827e-09,1.393798132335754179e-08
-3.974107436383560177e-02,-2.246823076612746578e-02,-3.101214459669766801e-03,9.767671811153229606e-10,1.309148635535702836e-09,1.223463873588374746e-08
-4.057487661651754118e-02,-2.255855921097052463e-02,-2.387154915035310816e-03,8.626020775483215128e-10,1.326074289815600591e-09,9.895775379095604993e-09
-4.172118827708065636e-02,-2.273695196655871678e-02,5.714220424513733951e-05,1.199261039219123338e-10,1.013258324208324417e-09,2.037587534079101553e-09
-4.103626927883684272e-02,-2.206853726488931453e-02,-8.562895038737162838e-04,3.271717089375566952e-10,9.102916245274556710e-10,2.491434304891643885e-09
-4.435564810886881426e-02,-2.218017025833531747e-02,-6.017248954730443355e-04,4.207078433501662482e-10,6.903550459770288625e-10,2.379211648209970200e-09
-4.280211789462388949e-02,-2.192895880146526061e-02,2.904095687685380087e-04,2.764678356736041406e-10,8.602127140951328251e-10,3.507724304296356339e-09
-4.384217011076072673e-02,-2.258282075143192014e-02,6.037516787724078824e-04,4.583378436425093027e-10,7.017760893884634962e-10,2.010267615029875026e-09
-4.331559589273197702e-02,-2.152630830836865447e-02,-9.150670054769142634e-04,8.640491445016383848e-11,9.588561616515719636e-10,5.353756292750866617e-10
-4.930717237123893176e-02,-2.280195884854758007e-02,-3.234868960058034492e-03,5.895728563045572324e-11,5.929605768908957597e-10,6.305085110574324447e-10
-4.901765062225153791e-02,-2.276678128105118215e-02,-2.002206616053660206e-03,1.096941229180751727e-10,6.640104069159538991e-10,8.275105401095799408e-09
-4.561066161143871589e-02,-2.142160200331632430e-02,7.160326220708942719e-05,3.764601414760052796e-10,5.036769776159463097e-10,2.207628984873863314e-09
-4.653304078505773878e-02,-2.179315659038175146e-02,-9.556488040666631005e-04,6.766700498157881354e-10,4.233640794950039116e-10,9.217732886211360205e-10
-4.750551758775593825e-02,-2.192494580915398117e-02,-1.729842440663667763e-04,1.695670426867803942e-09,2.134273553063829796e-10,3.844986356136702883e-09
-4.805729786867110609e-02,-2.284103106186763724e-02,-5.775624990146269698e-03,1.193444026134829356e-09,7.686216065383093297e-10,6.532359483173940122e-09
-4.565684726575593155e-02,-2.269422692468615541e-02,-4.917422727839506832e-03,5.873499699998501915e-10,9.508845087989581097e-10,5.200217541423052843e-09
-4.692068210146371071e-02,-2.309810726107240642e-02,-6.576776805697777048e-03,4.855361915215842051e-10,8.904485807248265691e-10,5.073052818311026355e-09
-4.807960347539025348e-02,-2.255154269114988119e-02,-4.645834217607986913e-03,1.215221694701697030e-09,7.179675059240938210e-10,2.674342642015852661e-09
-4.578223005023412950e-02,-2.311826991015955221e-02,-6.168572327395091710e-03,5.925341371635753006e-10,9.036834036619313368e-10,3.048880109205049028e-09
-4.681760492370466709e-02,-2.238457590488124663e-02,-4.195836433603908518e-03,6.218582846990065241e-10,8.206672238487045511e-10,3.036627842976820760e-09
-4.687521484114298698e-02,-2.220463683783253928e-02,-7.442687384595931405e-03,5.872257014336929318e-10,1.030036135855174824e-09,1.871998594111593748e-09
-4.802600577946988802e-02,-2.118956746993497231e-02,-7.168198668507450542e-03,4.354869770564155465e-10,1.082006515137825407e-09,5.703514060204987739e-10
-4.877912906030426599e-02,-2.174205567727485050e-02,-6.310006504921953155e-03,1.398630068006166395e-09,8.601773700306027776e-10,6.791023134602957847e-09
-4.911291634184650201e-02,-2.153205499062985778e-02,-4.557344916096659100e-03,8.385474441509450684e-10,3.282781751182953734e-10,3.466288070100504011e-09
-4.956907926802212733e-02,-2.096468048380222687e-02,-5.655077881037479624e-03,1.084651125070906046e-09,3.597139739346814480e-10,3.559467243539176646e-09
-4.986093939156219235e-02,-2.159417744442895110e-02,-3.831341640120571393e-03,1.784564264300544980e-10,5.100239185553565134e-10,7.517593244430766790e-11
-4.436768718437142378e-02,-2.201783601202329799e-02,-7.073264297474810523e-03,1.109664556176044239e-09,6.719433462073447252e-10,7.580632677505559995e-09
-4.373847904462358632e-02,-2.185033563410138102e-02,-4.719900645514531548e-03,7.043734225780769718e-10,7.698943327446840902e-10,6.576499197300147145e-10
-4.521730931654190100e-02,-2.134631544674368830e-02,-7.780940032302503633e-03,1.621244206688940780e-09,7.813566260579618713e-10,1.016004038213636230e-08
-4.517559576401992960e-02,-2.166112519631826702e-02,-5.106186369249758779e-03,7.660459290227840463e-10,6.717810503717909613e-10,1.639711044639979894e-09
-4.530097854849814143e-02,-2.208516818179166036e-02,-6.357335968805343657e-03,6.415630980824222123e-10,6.724941056378015472e-10,4.089054826155690374e-09
-4.328196509717115864e-02,-2.149565927129021281e-02,-6.700213584940143199e-03,8.677777818792720590e-10,7.569005332424089579e-10,7.638164717229702184e-09
-4.615060068066860477e-02,-2.141364761651205761e-02,-7.065011703633036766e-03,8.932234727169916570e-10,9.446737671868927899e-10,1.630577830090131067e-09
-4.277813974190151913e-02,-2.175220187884168918e-02,-5.597999532535449102e-03,1.068263670487216827e-09,6.933393124753585940e-10,3.678464655811544715e-09
-4.061359678257148165e-02,-2.144879770810456665e-02,-5.000634538272815538e-03,9.972987959178550840e-10,1.269408022245056828e-09,2.826217480839280332e-09
-4.037553908894165461e-02,-2.128116725479145543e-02,-3.830490785125299606e-03,9.537974711418674709e-10,1.305441221413294788e-09,1.054449207682562824e-08
-4.305950032211070672e-02,-2.029654546241326657e-02,-7.045404023387045675e-03,3.653840679962865586e-10,1.207503176263556225e-09,3.884822066193657842e-09
-4.411990405084194322e-02,-1.932123962314346438e-02,-7.484192079121298677e-03,3.840805072434133486e-10,1.192294917546602385e-09,6.674454738049955895e-09
-4.519199095807286543e-02,-1.984883286674080094e-02,-7.846677375502089311e-03,1.442443930418900771e-09,9.738980507491507176e-10,4.322876241897444448e-09
-4.307261071806322422e-02,-2.111082744444184658e-02,-2.207654919166190076e-03,3.249066059861066595e-10,7.793791342726286797e-10,3.221579856110265631e-09
-4.307089093549567455e-02,-2.149414300131049713e-02,-3.207155558396133314e-03,3.972055765912579966e-10,8.420832267934063010e-10,7.713367701463440393e-09
-4.187421372171132999e-02,-2.084506323586904700e-02,-1.915610053039591698e-03,3.898724301502064743e-11,8.369505742313572710e-10,5.282321652093434198e-09
-4.297989334401833977e-02,-1.973228327555817327e-02,-5.933219063606517615e-03,5.357429782824919015e-10,1.122598081238831758e-09,1.387052661402999796e-09
-4.145387817931822649e-02,-2.034546726123874147e-02,-3.686146636629302614e-03,2.496750903738788709e-10,1.003255425600928204e-09,2.412762965894102134e-09
-4.189829616540392820e-02,-1.958986558206548059e-02,-5.647760367667962848e-03,3.161520497725704864e-10,1.314386496438214637e-09,2.515979748981874001e-09
-4.187249393914377338e-02,-2.122837879273769754e-02,-2.915110692269534502e-03,8.284142928757749481e-11,9.283371965637964632e-10,7.460386974185019462e-09
-4.373387235428454617e-02,-2.075364916330423720e-02,-4.263650198694456626e-03,4.478749831704075953e-10,8.313776107082668653e-10,4.442087718837344387e-09
-4.277353305156247204e-02,-2.065551540804454536e-02,-5.141749085715374180e-03,7.798727079153704311e-10,7.470482946489833990e-10,6.553648785029169152e-09
-4.169193587294806047e-02,-2.051309771455185268e-02,-4.856290389776818546e-03,2.001400027958891271e-10,9.870349355857460450e-10,7.731693892548496695e-09
-4.353577701859204924e-02,-2.034910072800106412e-02,-4.415605106667692004e-04,1.128538992176020984e-10,6.199236248598286444e-10,2.064954537260046058e-09
-4.329279184392329644e-02,-1.993361986407425623e-02,-1.734148424356045121e-03,1.846586681657268430e-10,6.504738596138220028e-10,1.689574014358336959e-09
-4.491537291555794398e-02,-1.993965138282160349e-02,-4.115052819857837121e-03,1.497778825301601693e-10,7.666426395375574671e-10,2.287534917303754600e-09
-4.575039017400771985e-02,-2.033705782973568160e-02,-1.092642108190104017e-03,3.189501325786595933e-10,7.252020533865464664e-10,8.615744840594499173e-10
-4.471555779729789737e-02,-1.991841850438708095e-02,-1.292463771060092500e-03,2.915158843301577879e-10,7.275066680336899993e-10,7.832004323845176845e-10
-4.901086947231441532e-02,-2.062333034549547819e-02,-3.386981150597513038e-03,5.453213404947127443e-10,5.044349857056625706e-10,4.636115821237121712e-09
-4.667276934762674967e-02,-2.070861241680110182e-02,-2.119894174463856328e-03,6.675102310939261920e-10,6.652244951245728524e-10,5.534116282334378017e-10
-4.667519102497055816e-02,-2.107274659004778825e-02,-3.759194359393509301e-03,6.258468584216720140e-10,6.622227380415270832e-10,9.772971397135750689e-10
-4.592827125777701469e-02,-2.057124573944506610e-02,-4.511309450968897447e-03,6.670919467375584294e-10,6.552913809480503777e-10,1.069918018551483531e-09
-4.447257262262914457e-02,-1.950293764046027306e-02,-2.585051684749368854e-03,1.846327204512499587e-10,7.496811506095613821e-10,2.904251159048282149e-10
-4.826284642259873886e-02,-2.056120789169638141e-02,-4.112984426573601179e-03,5.830908131325925257e-10,5.031611867895024294e-10,3.625419868164739046e-09
-4.877006783297627851e-02,-2.042333666344088236e-02,-2.322712208672094575e-03,6.852440869874226066e-10,4.620168808039862935e-10,4.263170810064723949e-09
-4.801962310591678662e-02,-1.999708003639510262e-02,-1.409415299718529309e-03,2.765282860866436857e-10,3.015563434964607812e-10,1.938230986535383680e-09
-4.933061600323665474e-02,-2.135900619487795735e-02,-1.534410354190778644e-03,4.433304683086100692e-10,1.777049366350454493e-10,5.557907553948487444e-09
-4.858017127617715591e-02,-2.093274956783217761e-02,-6.211134452372133775e-04,2.561562815761632361e-10,1.379101043700049454e-10,6.241323377143925126e-09
-4.252899371117075528e-02,-1.883739793709595517e-02,-1.391632946138002215e-03,4.655694518208030509e-10,7.639229924441585126e-10,1.598484845679436559e-10
-4.170030597831172331e-02,-1.953350019708375782e-02,-1.998546205018200683e-03,2.907659140807184309e-10,7.662319228599678916e-10,4.852373719424043127e-09
-4.145965197540127378e-02,-1.923912786644265543e-02,-3.189396485093619945e-03,7.595897245670943806e-11,8.459955685134506519e-10,1.452463477310498504e-09
-4.599957796483170047e-02,-1.911602190273405805e-02,-1.470465644983561145e-06,4.036902336865704060e-10,5.549172170273163707e-10,3.418245670249643837e-10
-4.496474558812187799e-02,-1.869738257738545739e-02,-2.012921285149721524e-04,5.625520007582206131e-12,6.189888761942723078e-10,4.366373457239499871e-10
-4.969336240085254347e-02,-1.949360900201195512e-02,-2.315501269242198172e-03,2.496712993452927779e-10,2.347095718269768168e-10,1.249912964425662396e-09
-4.993416404019068722e-02,-1.969360268406655443e-02,-3.379770211167616636e-03,2.519334563238025464e-10,2.294681096607918340e-10,1.706165467489096349e-09
-4.713000728952363577e-02,-1.808839456150832317e-02,-1.190871630387580924e-04,6.312989247164390224e-10,3.116304599853867895e-10,2.482022541826240485e-09
-4.822767325698969210e-02,-1.859789810810394059e-02,-4.997799308385515293e-04,3.865949304731676753e-10,2.529869769142509195e-10,2.471541672841329962e-09
-4.937543926515973458e-02,-1.758225686115208464e-02,-7.351014829671644220e-03,6.374956626237688468e-10,5.653964882959240926e-10,1.116123355058459540e-10
-4.700284931535817640e-02,-1.985554560998407936e-02,-6.359562915924034561e-03,3.606607980942866800e-10,5.849229860948308672e-10,5.061487589183028016e-11
-4.837321953320202622e-02,-1.874885199545691522e-02,-7.529890635048093125e-03,8.380391228318882323e-10,6.720927506249496871e-10,2.254279204594424112e-09
-4.949622761908201163e-02,-1.867651417917819481e-02,-4.110953901937420239e-03,1.361001207730516891e-10,3.525379889122957980e-10,2.812132846477374398e-09
-5.033816474322392459e-02,-1.760772498771514052e-02,-6.521516885800373795e-03,1.099186192724993542e-10,6.052749671579170496e-10,2.574957857922850581e-09
-4.820593200872733824e-02,-1.978967195375917754e-02,-6.705180789289466939e-03,9.662360173950771615e-10,5.702770956385026833e-10,9.945801178496873454e-10
-4.690590267694479121e-02,-1.943718671839048118e-02,-5.057010262815480120e-03,3.532426804998949798e-10,6.021933071251948128e-10,1.639188269699128716e-09
-5.041472513804318156e-02,-1.864830284473981137e-02,-5.745992810767339663e-03,3.046468134520206698e-10,3.996812495052616673e-10,1.447951146625906814e-09
-5.088185677974383508e-02,-1.828594969013851157e-02,-4.641048906396622736e-03,1.595604072227423150e-10,3.721162390885676341e-10,3.196602927330468885e-09
-4.719711023640610348e-02,-1.826643878335159482e-02,-7.870116694336161400e-03,8.077440482512697640e-10,6.795609286783286306e-10,2.138309561909812316e-09
-4.643536895080657700e-02,-1.896119898541990742e-02,-7.135929461626338774e-03,4.820373313176864311e-10,6.053502439923374067e-10,6.490106537940616954e-10
-4.928471213550431052e-02,-1.966365467647901780e-02,-5.750780908879983902e-03,6.278062585658118304e-10,6.185972521155723877e-10,2.831328917356297396e-09
-4.842046704513703476e-02,-1.945080074623834615e-02,-4.779757319893900361e-03,5.050961319345374005e-10,6.201172570382260709e-10,9.086733111784742788e-10
-4.500094950693690060e-02,-1.866144346177767491e-02,-4.619937153294220375e-03,2.331341811895790466e-10,8.260846441146411043e-10,2.185942292530129669e-09
-4.402580923811936359e-02,-1.855220910977393653e-02,-5.560004510021984182e-03,1.693861604168323656e-10,8.127148517886590371e-10,1.946318074568192449e-09
-4.632393447776297912e-02,-1.833807176731187469e-02,-5.021374199198997031e-03,1.824951096204627528e-10,8.544917505480451572e-10,2.798674382554927114e-09
-4.447122721578683491e-02,-1.828945684183322373e-02,-6.732627686835348721e-03,2.042895177111722269e-10,8.110023763698770865e-10,1.905414854331338374e-09
-4.601207027133432520e-02,-1.806851248544722247e-02,-6.332623847473147979e-03,1.148195235540522693e-10,8.737629051197504259e-10,2.243821489596450458e-09
-4.200076696101470025e-02,-1.801439440203439490e-02,-3.884001917009421729e-03,1.384495147783624433e-11,1.021894927959123656e-09,9.367293666802988120e-10
-4.220135345738752070e-02,-1.819750166434411578e-02,-5.172222046436247833e-03,1.639404032719417379e-10,1.061128649787980394e-09,2.312428705289755958e-09
-4.329543619794495868e-02,-1.758686416299215169e-02,-5.331522065709515951e-03,8.013883432665375922e-10,7.863119984965741767e-10,5.117355499952688174e-09
-4.415736073667099471e-02,-1.706207403860948366e-02,-7.105716049125408371e-03,2.562102338008913767e-10,6.256724913623651237e-10,1.135540512778410535e-09
-4.340001429992335763e-02,-1.664501596015792104e-02,-6.191389672159441221e-03,8.990807109911633996e-10,7.368484779011881648e-10,4.289241823366770892e-09
-4.634134322885161139e-02,-1.666997985571328986e-02,-7.078621163761506310e-03,1.275673008342190898e-10,8.188251485928723677e-10,1.877392589146265262e-09
-4.512293636000393876e-02,-1.605150334734485942e-02,-7.537051724306654057e-03,8.646095679347390781e-11,8.649117323732202801e-10,1.725522486545000565e-09
-4.709059895250811839e-02,-1.672827484848963750e-02,-7.938967073136616454e-03,1.034340961189845238e-09,6.789695181824705908e-10,3.190510341071449779e-09
-4.440289395080491974e-02,-1.803645945805661815e-02,-2.461139175433909795e-03,2.510272474887195850e-10,5.448759606996410240e-10,4.020981390182018812e-10
-4.499743529328720931e-02,-1.762611085764377583e-02,-1.225703766946983214e-03,1.510518242276528459e-11,5.207774584026029727e-10,8.322548268825718599e-10
-4.485817980567673863e-02,-1.772011800557329181e-02,-3.864981633877090979e-03,1.287185969032583132e-10,5.114787697765683594e-10,1.155017734454587451e-09
-4.293959443836894985e-02,-1.721548663932270448e-02,-3.414505093530847534e-03,8.806445432756367048e-10,8.378271135163850468e-10,1.460872941660680067e-09
-4.322716718561455534e-02,-1.774411784374316237e-02,-2.112986402734847065e-03,5.499355373943441062e-10,7.203641207448919949e-10,1.828375004722969332e-10
-4.378896916250044763e-02,-1.703350064525707697e-02,-4.261904905185274345e-03,9.671936662022581513e-10,6.870278331620176315e-10,7.737627852785519571e-10
-4.436057272582197980e-02,-1.677524272654526069e-02,-4.673571203986773065e-04,1.697305851957564408e-10,5.537432117874863517e-10,1.540525462639984763e-10
-4.334758680224545802e-02,-1.690005672656858318e-02,-1.216013284725754639e-03,3.712489093680430480e-10,5.063684811445048088e-10,6.220354367834279606e-10
-4.947254158293380027e-02,-1.669577253749839063e-02,-1.049993792736847020e-03,7.136367992175747618e-10,2.367869939666754010e-10,2.144746955598169294e-09
-4.824163925930318592e-02,-1.746403359163097371e-02,-1.713300458941385178e-03,2.312180640637108703e-10,5.235901332645114129e-10,2.479408290271335771e-09
-4.714397329183712959e-02,-1.695453004503535283e-02,-1.332607691141591850e-03,8.460433755505449945e-10,6.766250958874859432e-10,4.310576816370075064e-10
-4.895688367610654540e-02,-1.793348785849320851e-02,-2.615724888391466555e-03,1.279411452066480781e-10,6.326906200869256034e-10,2.498162366586776923e-09
-4.604623367231051867e-02,-1.691088566651940614e-02,-2.239402632179828163e-03,3.063454233694721452e-10,6.239828941337608728e-10,2.657238506227651810e-10
-5.018778599973716670e-02,-1.716522680436062195e-02,-1.952418222186928613e-03,7.466655735833935438e-10,2.448271559157501642e-10,1.746349008356732102e-09
-4.858766133698428497e-02,-1.751096121784462972e-02,-3.871904574983376247e-03,9.374391043422678170e-11,5.839353120303153779e-10,2.494711039934097323e-09
-4.692993256385749601e-02,-1.718613283382617457e-02,-4.505071929323373713e-03,3.255404335835848844e-11,5.838491193468898422e-10,2.249943562596611683e-09
-4.588262247286549467e-02,-1.685371367247710112e-02,-3.835458608161332415e-03,2.813694809996865350e-10,6.187556909742811112e-10,5.935546485933794886e-10
-4.281011140631394568e-02,-1.605592316014628831e-02,-3.111950824310242506e-03,5.870739338500784038e-10,4.761033208849705970e-10,3.509601064495365695e-09
-4.324245948202501411e-02,-1.589167238936398802e-02,-1.956680906453752908e-03,3.851695606769664527e-10,5.084784617567419393e-10,4.226272510179233640e-10
-4.727127194478505240e-02,-1.568798791401546794e-02,-2.929515395668961077e-04,6.103834575748331290e-10,5.155462499940553498e-10,1.064623715338222051e-09
-4.526950927470058117e-02,-1.566668675142113276e-02,-3.322963883117987767e-04,1.767156988754691901e-10,4.810083663386499935e-10,2.251517193446346269e-10
-4.617353232525844148e-02,-1.564434353549952125e-02,-1.199746480605132747e-03,9.363924426302627306e-11,4.506495423143278539e-10,3.706282538714118051e-10
-4.943738067155770133e-02,-1.530421838567328982e-02,-1.441313209835954224e-03,1.228849315812493090e-09,1.186977095764110939e-09,2.167716554095877626e-09
-4.833377700087500284e-02,-1.480593730878598802e-02,-1.064963724465796966e-03,2.331296200142994849e-10,7.036039326235886650e-10,1.944008261537128530e-09
-4.978010939589609662e-02,-1.484844844071453625e-02,-2.819556044680499723e-03,3.821859052235261819e-10,1.140604375999225618e-09,3.530526789295243543e-09
-4.954652237658724312e-02,-1.643623778166300800e-02,-4.213802664993207200e-03,3.165100585448591606e-11,5.809383612162402534e-10,5.938280439348291886e-09
-5.043278069245960699e-02,-1.632014762129285063e-02,-5.892391386824120773e-03,2.483927082927839840e-10,6.429266108026446433e-10,2.285017312201863641e-09
-5.170287056185086938e-02,-1.624347267467796119e-02,-4.018010421799609808e-03,4.978474663675702319e-10,7.560854358303700705e-10,2.307076636064194598e-09
-5.066499105415643578e-02,-1.691888463964345488e-02,-4.634794223707381852e-03,3.559407624148559714e-10,6.110567917947057828e-10,2.176198847209971118e-09
-5.154814372481966722e-02,-1.586577610958506135e-02,-2.824608751135869802e-03,2.010191100008380738e-10,6.847759564940880124e-10,6.536114639140906009e-09
-5.021172191348790420e-02,-1.599815543592016456e-02,-3.010432481423105325e-03,1.771852759997004033e-10,5.916291816993012450e-10,6.116229021625789435e-09
-5.111653120722785271e-02,-1.471606911437943303e-02,-2.633732314393263767e-03,1.051875046442106402e-11,9.519470765612038384e-10,5.665558952376829150e-09
-4.920068563241723758e-02,-1.609815993486273314e-02,-7.796624745677926786e-03,4.391553501785210111e-10,9.289534764848086940e-10,1.475030776095417978e-09
-4.973664298942256229e-02,-1.543946911428385402e-02,-6.778929887357284384e-03,6.134825505722791385e-10,7.061636079350045252e-10,1.900535635045936885e-09
-4.809195461656154413e-02,-1.572659113430560640e-02,-8.044350929854830745e-03,1.056770314305294346e-09,7.770664461121760454e-10,1.833290409525036357e-10
-5.202205542589623949e-02,-1.511673637369547775e-02,-4.726623471458863378e-03,2.243108536093543016e-10,9.834772247815256190e-10,7.454971598499837283e-09
-5.151763950184294616e-02,-1.537409080433947521e-02,-5.927020603733176157e-03,7.335693733800965222e-10,9.601302901105519876e-10,7.223467963084966256e-10
-5.245548890770675154e-02,-1.362960841463847772e-02,-4.177008080668369837e-03,1.853602543027780360e-10,1.212850306960650922e-09,7.990979127580547681e-09
-5.170469152606957386e-02,-1.360663772041533284e-02,-3.277518594266510665e-03,2.744166596393301035e-10,1.198940823470237458e-09,7.879769231280699400e-09
-5.161802444274951607e-02,-1.413108851690383222e-02,-1.670873247169398033e-03,7.421751838042896115e-10,1.195585230012820734e-09,1.511965057023215016e-09
-5.220618476159123722e-02,-1.302165712293973203e-02,-2.314659527042644931e-03,7.585205706327467828e-10,1.175916402308243672e-09,9.848936611620581344e-10
-5.001088757781434885e-02,-1.465374072974251832e-02,-3.407181698266204309e-04,1.601029361977749600e-09,8.805941195202026809e-10,3.421669002564948036e-09
-4.890728390713165730e-02,-1.415545965285521478e-02,3.563131554353698993e-05,3.018576513517057190e-10,7.104183440281410348e-10,1.631840508840283495e-09
-5.085510953767440057e-02,-1.361299018730816220e-02,-7.561019374472998170e-04,1.184203704592187723e-09,1.155514077332657320e-09,4.193131778351988258e-09
-5.151512565839615893e-02,-1.414402263778539656e-02,-6.537259678209356856e-03,6.213860366375930119e-10,1.053021021097769117e-09,9.614691943683020410e-10
-5.055405551990764523e-02,-1.414901516707983004e-02,-7.379200448927104514e-03,8.154278693751468026e-10,1.012901338149541611e-09,1.346766336452733473e-09
-4.537252463660186586e-02,-1.496788627848779502e-02,-6.809041179002096184e-03,3.654632220100280747e-10,5.539970076389821702e-10,2.379370458753890671e-09
-4.815286971468858701e-02,-1.523256065530192299e-02,-4.930962083347433661e-03,6.944627076775495760e-10,5.355140715316723277e-10,6.818433528242138427e-10
-4.659093150544953849e-02,-1.558636278685622371e-02,-6.350610618456948436e-03,5.884214528333734620e-11,5.167131228839377114e-10,1.864159036055984813e-09
-4.686765663402676918e-02,-1.583295648310445794e-02,-5.088311032292966787e-03,1.403068971989789589e-10,4.949321788273209949e-10,4.396900840330738143e-10
-4.857520068922074191e-02,-1.483452900627337152e-02,-6.238492142594771056e-03,7.447407945105838873e-10,5.091119056235957680e-10,3.814716862803712461e-09
-4.760677500413318386e-02,-1.478944739918662890e-02,-7.267997084493951765e-03,1.211203956118378023e-09,6.340992612783916350e-10,2.912592987509606969e-09
-4.582034654303476784e-02,-1.550053732175538448e-02,-4.418697711130925056e-03,1.172070537329491019e-10,5.331650271702954831e-10,1.034309049316836522e-09
-4.359088665588161521e-02,-1.521947699284936784e-02,-5.705222086410206492e-03,1.541567542440424844e-09,1.628986401161100157e-10,2.427468171437861599e-09
-4.476891814708286454e-02,-1.483897534946322302e-02,-4.763494036364427156e-03,6.311203450793216314e-10,4.586568364169388934e-10,2.117684209948369877e-09
-4.320157025864503064e-02,-1.481349145514745599e-02,-3.914003367987834749e-03,1.514892152658471211e-09,1.784545854063795325e-10,2.059139109517658526e-09
-4.376198343373729344e-02,-1.550553433986872481e-02,-4.577178204703017880e-03,1.470768239370796688e-09,1.613344682215003510e-10,1.335211216024487713e-09
-4.459782136922718632e-02,-1.455291800244386605e-02,-5.891537918071615768e-03,4.366091532995424957e-10,4.745895674025321696e-10,1.294520965143209211e-08
-4.453246106753195460e-02,-1.319410425639964100e-02,-6.449665639310390476e-03,4.672604542855913582e-10,6.805173786949609790e-11,1.305772031924492022e-09
-4.530716433490662720e-02,-1.360907253244356824e-02,-7.367168900240871759e-03,7.454746670779468815e-10,2.976984176550998394e-11,1.408842282897774407e-10
-4.616827802103690148e-02,-1.256125011758969963e-02,-7.793849481155922659e-03,2.985286111508635139e-09,2.787597059293891233e-10,8.481271002652879402e-10
-4.724948182141577857e-02,-1.312314847596432986e-02,-8.153108225954150412e-03,1.420771276310209670e-09,3.612873208643815139e-10,1.292113041010442782e-09
-4.594263296212432179e-02,-1.445608705490689962e-02,-3.847549237479252430e-03,2.751620944554665994e-11,3.650551937610599704e-10,2.144571249689066689e-09
-4.434987261540022235e-02,-1.364345459845526035e-02,-1.635440075890763883e-03,3.446697874458082386e-10,4.467679469943136337e-10,1.452395199448487655e-09
-4.421412062524605890e-02,-1.466523612844987563e-02,-2.232932244456507093e-03,2.409376157818534642e-10,3.921249287142383930e-10,7.357333204400423071e-10
-4.522818449434511112e-02,-1.456506449053034460e-02,-1.357203890641630294e-03,3.292945219925208080e-10,3.983238621592518042e-10,5.582865029214663315e-10
-4.751357906364113426e-02,-1.390611292478128452e-02,-2.029407034604203616e-03,3.871272369199712707e-10,5.304456971636137452e-10,9.909941133443356924e-10
-4.536393648449927457e-02,-1.354328296053572932e-02,-7.597117220758868670e-04,5.296509577004057012e-10,4.447941037717279426e-10,6.906762208506069382e-10
-4.613220754490297143e-02,-1.454272127460872963e-02,-2.224653982934964372e-03,1.686095508544942378e-11,3.789048594446942604e-10,2.000344074901275164e-10
-4.406671527985200898e-02,-1.398133094023610093e-02,-3.445178661983342404e-03,1.179401724410386190e-10,3.863122585882106471e-10,2.058583091940345740e-09
-4.489120456617241850e-02,-1.379452508261473989e-02,-4.192345562712753229e-03,6.439577972553778550e-10,3.335358833248449943e-10,6.068102784533847652e-11
-4.812148789414389533e-02,-1.381631666965140240e-02,-4.609105457471926286e-03,3.682647414624003149e-10,6.574972472819974238e-10,1.764857966363342724e-09
-4.792060137687846610e-02,-1.342623236176091091e-02,-3.287270077668955591e-03,5.971274917156648944e-10,6.091093648183637964e-10,3.930789065122805820e-09
-4.695856123257162451e-02,-1.337226223060545248e-02,-4.195305932765787220e-03,9.104113135792043132e-10,6.093519451086588067e-10,4.526782603972791170e-10
-4.779336743308564006e-02,-1.249653082519243050e-02,-6.999912085535195741e-03,1.415286320485310924e-09,3.915125862683468068e-10,1.200455924905517520e-09
-4.908352803845072998e-02,-1.387028680080686083e-02,-3.701069602375094657e-03,1.841673648694388911e-10,6.542729894653560894e-10,8.756779581669747218e-10
-4.854381886867604329e-02,-1.341828502062284920e-02,-5.916635516719264548e-03,8.465795545287431793e-10,8.354194142554101410e-10,4.279232101161218648e-09
-4.437650974846474305e-02,-1.244548562438830761e-02,-2.217918038759125830e-03,3.316024034991253263e-10,2.439735208935465553e-10,6.535363420409925065e-10
-4.393809714971335517e-02,-1.259509170480944441e-02,-3.398859782099876783e-03,2.834018600419622386e-10,2.319874731449966448e-10,6.190154259037367450e-09
-4.849792906704170070e-02,-1.219714039276183909e-02,-2.840505379809028525e-03,6.278834863349252912e-10,7.684622720359220965e-10,1.351934142644177685e-09
-5.046869538729965160e-02,-1.227894792542154334e-02,-1.081747351536939405e-03,1.031432675756533442e-09,9.099094965234904352e-10,1.864800456739191153e-09
