a_field_0,a_field_1,a_field_2,x_0,x_1,x_2
-893682372513.42,-538087545563.26,269600954831.88,-0.0220891066442,-0.042019874174,0.00484472542427
-494908193575.42,675179973379.25,55334162907.171,0.043296112293867,-0.031291457305325,-0.022867409461875
-439259790771.44,721943075852.43,120273669035.64,0.042145134467788,-0.034155219946875,-0.02106174517715
-464795986684.86,707527240683.51,84427768691.475,0.042993948252185,-0.032548762524625,-0.020190930186825
-465551933410.73,752538963248.11,44359525801.594,0.042540946814793,-0.0336336436694,-0.02291552939455
-466162600904.17,709644387366.56,91952583516.642,0.042840375851872,-0.032006184872525,-0.019007257498175
-467998769203.22,682501920361.48,99863018448.474,0.043735892691045,-0.030883936871775,-0.0211232759275
-503602151731.7,714803877956.91,125358215899.07,0.042104830962065,-0.0327630724354,-0.017947685100575
-460740334264.38,635829279570.07,57297851134.045,0.043403487526807,-0.0295728599026,-0.0205992041433
-462455824926.86,632572282027.74,105413578526.25,0.042470439633192,-0.02945565321055,-0.01859128008855
-470942505548.66,636565806988.33,112367355768,0.043217364830998,-0.0301332880812,-0.019214491931475
-472870512795.15,621419065681.95,117463248822.5,0.04207013489788,-0.03035981727135,-0.017126062291975
-492639833767.54,705172676362.38,117355576062.35,0.042081515205877,-0.031794339704875,-0.0166897017373
-626885035016.83,758128883731.49,122666028868.95,0.03757741536231,-0.03825505932235,-0.016502241764625
-606378279643.02,869173759939.68,98043268091.156,0.038035273962153,-0.039938131084525,-0.020474630171875
-611661385144.11,834104439597,141877868569.27,0.036984115535303,-0.04052345154455,-0.01834364096605
-529879157920.13,783126446988.41,133244237727.98,0.039451335584937,-0.0358611202673,-0.018226728162225
-515694844243.69,771524610739.82,87050646873.644,0.04021819015923,-0.0365645467648,-0.020227807741975
-628852292262.07,744874798222.63,140122482743.29,0.037680964595188,-0.03674631108485,-0.018009601536275
-643481875537.9,690655086931.48,12623433248.721,0.03844781916948,-0.03744973758235,-0.020010681116025
-547259991157.78,710262931134.34,129799291784.02,0.040474910090238,-0.034470972702775,-0.020687275198825
-579993618020.21,761896329031.03,3605120491.9027,0.040870722437242,-0.0339493964253,-0.022541059416225
-367318121443.24,533004257624.14,99397407749.261,0.044407375400552,-0.02178002659455,-0.01930636732985
-375347314428.61,527737523649.31,103078459750.15,0.044203643717735,-0.022839935527775,-0.018542862239375
-371675647810.36,524674662537.36,92429363084.969,0.044678500608718,-0.0208264403474,-0.01871843704365
-387850926385.11,524769699950.5,117387630852.03,0.044688830119798,-0.021034613343275,-0.0172886707909
-379542892494.63,530473815385.67,113995752173.35,0.044322314893717,-0.022264185450775,-0.017356690489775
-435076861344.57,631491324781.93,87064415914.882,0.042312505534477,-0.030081527051675,-0.022932783841375
-437979852544.5,622158256422.45,72676327924.764,0.042293682166597,-0.028730206537825,-0.021286234057275
-468679049816.71,636049264867.74,104208192079.85,0.041640405274115,-0.028788300609,-0.0198403271567
-365283022002.39,586766452128.74,119421038509.87,0.043634688634552,-0.02566181141625,-0.021876577585525
-389648841461.19,523874422017.08,60084385448.023,0.04342393007156,-0.02168808857175,-0.020329558836975
-443018028289.07,551924454013.62,90294198918.13,0.042444482464525,-0.026679696743725,-0.02160133213415
-393952987947.92,562171869338.88,75474681386.688,0.04363000308372,-0.02442754960045,-0.021114963949125
-379126039243.26,505606881384.51,81033948037.186,0.042837169809415,-0.020715706255125,-0.0210444653739
-391011452610.59,514039746938.48,101934804609.44,0.04351185439538,-0.021645053533625,-0.022036962660175
-399674570593.33,530871041045.98,78141471515.231,0.044098614657525,-0.02261743585025,-0.02132205612325
-529812548204.38,670364847729.08,136175003564.84,0.040045396502307,-0.033544180494575,-0.016446312370925
-471722076005.67,717912329653.19,121437011726.33,0.040698153737495,-0.03262805025315,-0.017755140982325
-528913959066.33,680136373587.69,167563378777.06,0.04002208074612,-0.03257544776405,-0.01518832900765
-554713070273.65,663076867450.9,117329166771.44,0.038984518413745,-0.033470322576475,-0.017753070324675
-512217177204.41,635703968113.51,116222877406.85,0.04041256081347,-0.029421777743825,-0.018988182134
-532425231842.08,697318011759.16,80928124230.798,0.039637275648932,-0.03255419233505,-0.019061898936075
-509722197681.09,630595855922.69,119784523321.78,0.04066345767331,-0.0302247950891,-0.016933518173725
-482382971961.54,707040460484.84,116633608171.69,0.040674837981307,-0.031659317522625,-0.01649715761905
-561471994396.04,768718915894.8,21646434700.654,0.03934617712241,-0.035101778188925,-0.024251187483675
-548608501302.58,739466456808.86,-12488025473.196,0.04099675972639,-0.0359359248935,-0.025594710014075
-582653993920.06,765772450958.06,-49703393781.444,0.038415738133597,-0.0407020295425,-0.025913898265375
-609187222477.65,691738722352.82,63129820136.994,0.037179993785655,-0.03650854528395,-0.022180276640325
-593596767878.16,859812744764.18,115172245982.26,0.036767448578328,-0.038996938786125,-0.022644225696175
-494771286852.9,863472595190.95,-42243475565.056,0.039775892534898,-0.0391370638178,-0.0260735786437
-576044188494.34,840782926897.82,78180884271.213,0.038541062372225,-0.039873691572575,-0.0240350576499
-553634113127.77,744473507365.07,33353990004.817,0.040871435487763,-0.036764262863425,-0.02747355062955
-543334409636.2,780191037869.66,-2287232410.176,0.040462402100542,-0.037963199852125,-0.0266002320855
-585542353959.37,763989427692.24,-52097314906.205,0.036118902414155,-0.039703471542,-0.02832288045755
-588055840344.91,750436011780.51,-58517435735.907,0.035027634646137,-0.0424908584733,-0.030395537101325
-501678054755.46,596939183616.68,44220436326.708,0.037782782356295,-0.032854960832925,-0.0252462947347
-481651300431.5,637615113152.04,69856424668.799,0.039307327671127,-0.0317025790693,-0.02353616666725
-495588834492.75,611649958268.59,72175264296.881,0.039993945289287,-0.03017689605975,-0.023976011025075
-854008732579.54,694762436787.08,232236347970.63,0.025775916749515,-0.042310539793525,-0.008594139884375
-1008637761842.2,843652522936.64,101688135891.66,0.027372690942295,-0.049350291015875,-0.01940312311965
-1076351658591.9,859999484644.89,101037290192.97,0.02446156633772,-0.0482835419338,-0.0180370327464
-904406087646.98,970934185954.71,-48618125652.002,0.03032650020659,-0.047175946496975,-0.0203955926
-725066598219.61,832984226971.57,99965753012.706,0.033928211985663,-0.03935507879025,-0.0231638283347
-726575277926.22,775445801010.56,1027034688.9944,0.033404990060118,-0.0392332735762,-0.0269636424806
-808987879962.42,754859488376.17,143899619737.19,0.029435070990468,-0.0440681042428,-0.021948166537725
-732252825835.1,767009406990.9,-1598818109.0915,0.0323137222921,-0.0420206605075,-0.029036299124375
-783876679245.55,721886867066.06,30642353843.628,0.030479015747967,-0.0448977329795,-0.026478175303775
-802871804857.98,768404858830.91,154647310186.08,0.031792999460145,-0.04131283698485,-0.020706476212425
-926273236451.77,-490457899703.78,294659078189.55,-0.020057489174025,-0.043149308265125,0.0034972533613
-907385918326.38,-543081659704.39,293724536090.42,-0.02092930714945,-0.042104350592775,0.0030814952837875
-932889084991.17,-491668480234.02,293890829651.53,-0.01850625644895,-0.043217278855725,0.00326025241155
-855130277635.82,-346062849940.44,294849054006.63,-0.018181880538375,-0.040719208296075,-0.0010964431218666
-825882798644.94,-369026639845.09,327447829045.33,-0.0193066621019,-0.040201601106325,-0.0018204251574
-895395514050.32,-348322618071.01,313785572580.77,-0.016861582935175,-0.041284165175825,-0.0016441667576166
-818737628115.38,-357828919576.79,303747586796.73,-0.018845464964225,-0.0397898402366,-0.002921302214375
-962625058782.15,-354732608720.88,291480009665.54,-0.01428579044255,-0.0431148038817,0.0018059242442575
-924664549595.82,-366430111074.28,336934690482.78,-0.0153141412553,-0.04243905154235,0.0011649690989334
-890778973976.38,-387226212222.65,311329094511.7,-0.016784139435525,-0.04220941792405,0.0016226958220234
-925378183645.59,-329988181808.88,295941721657.8,-0.01292155207025,-0.042773786538975,0.00154276423393
-1001817231803.4,-255263613666.48,310773917938.77,-0.010611464719325,-0.0440323945481,0.0017109426708075
-967364202692.64,-264193760961.79,351847567677.62,-0.01164714479815,-0.04347416054305,0.001104138086725
-402315335238.04,522215022590.76,124628140818.13,0.044759449539845,-0.021533146110075,-0.0131934476513
-392722843346.08,538863364114.84,138402772353.81,0.044602697361127,-0.02274366752555,-0.013799508045375
-439265745882.89,597157906867.12,121155112985.06,0.043536317072528,-0.026604223475275,-0.014856548022075
-404009301125.07,519562801234.99,151214602223.17,0.043906276951288,-0.023706891664725,-0.013154177582025
-402440420225.5,522151234321.72,139908510483.21,0.044647730017152,-0.02164581503595,-0.011888860387575
-680875633051.06,635645654137.75,257969561202.85,0.0331764125322,-0.036961008970025,-0.003497862051425
-675030493314.4,657778727485.95,270878342271.54,0.0327043638657,-0.038013650274675,-0.004147035459475
-658607099775.64,656690445104.92,273789044806.05,0.033314150525698,-0.0387391574785,-0.006441635676925
-566014725312.31,576413243263.02,238131111728.04,0.034904455907687,-0.03309361231355,-0.00270134052025
-575443186043.36,609140657076.13,250254580090.65,0.036896879292668,-0.0325607036235,-0.0035904882799
-597121625589.68,579863929267.96,235550249600.06,0.034781148237955,-0.03447702703075,-0.004705465932625
-586148320444.19,593179226213.95,255452924307.13,0.035747166335755,-0.0336613549705,-0.003680119452575
-707600325931.92,621716899097.64,171060441111.37,0.030158767364703,-0.039372253725625,-0.015450026825175
-602177155209.26,662192954091.52,123416421981.79,0.03665147108871,-0.033409220920125,-0.01666837873665
-600480085460.83,720725403261.12,132542313485,0.03573195558048,-0.035533831394175,-0.0170961627001
-733196009142.08,652496672508.7,120886961247.74,0.030833327576625,-0.039009408892575,-0.018800999329375
-744690764143.32,632980926335.64,134718521596.19,0.032226191784372,-0.038593363682475,-0.01387626959645
-601159088396.03,750167599447.62,99987993303.096,0.035628406347602,-0.037042579631675,-0.01558880292845
-597487832116.76,757900515932.77,184735561293.93,0.036285941486757,-0.0365702516767,-0.013732217339775
-704973931440.14,652618017567.88,139058588817.9,0.03468883016211,-0.038457699305325,-0.0145766502563
-627011034352.58,730771348693.18,208159023721.31,0.035346365301265,-0.03798537135035,-0.012720064667625
-528980209301.6,665176102335.3,167735449597.1,0.038343891769845,-0.034127775276175,-0.012328741995125
-601813527681.41,650518814084.88,138612303476.09,0.036146143503565,-0.0343974074992,-0.01324645597375
-602239225627.68,661791500908.29,122131601146.11,0.03640812387264,-0.032745124980125,-0.014675257598975
-521375281750.21,676995929799.48,156000914521.49,0.038717855441487,-0.03183749390595,-0.014501965823725
-520373562635.99,675464121669.8,158890604396.63,0.039433411864252,-0.032746179683075,-0.013144470846475
-653375733129.33,746072875156.61,234078927358.51,0.034736494651055,-0.03803556785,-0.009614251317975
-750996056130.39,670043131144.97,195487553837.53,0.031434861418495,-0.03810815736805,-0.0118791782751
-657533405977.97,664336380970.81,198697617883.99,0.034250980522303,-0.0368981515246,-0.00846995938535
-652228324032.12,744858681173.27,246022058105.51,0.033849043412702,-0.037122674682225,-0.0116563702528
-693196228121.07,706803679143.07,263338168631.88,0.033558642467198,-0.03912062638155,-0.008862435329275
-752891662327.09,664925237474,214587754560.76,0.031477220709077,-0.039667180418525,-0.0101383416598
-646505884136.72,678821833243.47,192382372197.79,0.033073128338445,-0.03798321005615,-0.00771814339665
-657353292851.3,641211288118.2,202674487870.04,0.03401119579371,-0.035152714438825,-0.01106147762375
-632962760269.73,663061817817.4,183053833389.94,0.03536871969908,-0.03384256692945,-0.01163941067255
-538413847547.29,682910037563.86,223342719161.05,0.03756646796536,-0.033572934706425,-0.010721696693925
-657399805099.78,641471103000,202171049214.46,0.034139077189992,-0.03546545365715,-0.0089691107006
-550328712065.91,695491767722,191207077035.1,0.037954819710772,-0.03466652990285,-0.009578898593725
-643097178118.03,676464912470.66,272060500178.63,0.035340531541635,-0.035314096648825,-0.0066394863447
-590429252039.61,662078532717.29,218960265364.64,0.036644522682845,-0.03584905529365,-0.008454493637525
-674962308598.5,643467276452.01,184492207521.92,0.035255182458938,-0.03591726066545,-0.00805651812505
-592312408568.91,590790709480.66,202100560429.58,0.035072279320838,-0.0337928300539,-0.0062177058001
-587875884032.92,667559338629.56,234119212775.82,0.036729871765543,-0.035245891277025,-0.007037461857175
-534722227805.54,560713214654.85,212879303613.71,0.036720442129347,-0.031353273641725,-0.002616862182075
-572444621815.29,554039220393.37,239191267842.99,0.035549162478345,-0.0315925905569,-0.002376869502525
-538555367415.57,549305046341.42,224085804991.69,0.036514249079607,-0.0303627622033,-0.00323488205665
-524875881079.87,566919721957.76,223471910362.57,0.037847774574623,-0.02936975050095,-0.002488300107
-694395997445.8,-411972003378.75,286670381376.52,-0.025720967614175,-0.034679665426825,-0.006594343454375
-671431542301.65,-423906944971.48,296356746542.17,-0.0272435743737,-0.03400083040325,-0.0107382227873
-700773803107.61,-383730506063.35,321912150134.62,-0.026182035059725,-0.0351369924866,-0.01091930281215
-716151919529.74,-380659192997.56,286860093347.31,-0.0249303160595,-0.035741470664825,-0.006898391527
-718287749741.31,-370846748139.3,305021638840.58,-0.024821217003875,-0.0362138668111,-0.008162320203025
-673329168852.18,-430875924590.54,317226859937.31,-0.026673407872525,-0.03401589948975,-0.00767719210555
-673601065897.69,-433008721342.51,310433080324.76,-0.027125080126025,-0.034858860539525,-0.008953037460575
-703228244820.67,-384032392389.11,327747139160.3,-0.02606354081205,-0.035995022622875,-0.009134117485425
-979825776494.99,-182442403008.66,315519826294.26,-0.009449245683775,-0.04322549957275,-0.00130316576209
-967832783304.56,-263910060497.74,299177667683.15,-0.0116853580548,-0.04297037488645,-0.00079661717418
-897995700202.13,-234183110552.97,258103601237.69,-0.01051093497205,-0.042350634296325,-0.001185509096815
-939165016610.89,-261979394075.9,322468118321.44,-0.01293067532595,-0.04264353067935,-0.001468071867965
-900882164682.04,-309905201120.67,294654754499.78,-0.014327466511425,-0.041806471959525,0.00019506186283344
-886936114419.39,-342848472662.76,319065291808.6,-0.015361017173625,-0.041190224161325,-0.0013555808840666
-963116916667.7,-245880122384.75,323671262376.5,-0.01149564142175,-0.042579338423175,8.47631435925e-05
-900586360027.14,-308705162046.3,296271738176.33,-0.014298376510475,-0.0421800017565,-0.00091501897815656
-904180587805.81,-210301211233.36,306863630562,-0.010321218339,-0.04195959783305,-0.0003041287790425
-924300226881.59,-311162127268.28,276002822240.37,-0.01277004869385,-0.0418789644191,0.0005233892907975
-979538123446.66,-181903134795.25,312927874124.05,-0.009321032002675,-0.04275238049205,-0.002316614576575
-980832902457.23,-191053058171.45,301909427566.02,-0.009598427382475,-0.044026624541475,-0.00312593475035
-992064046123.76,-197119453754.02,341964073270.48,-0.009404494657325,-0.044029415075475,-0.005529020173175
-968932095300.39,-198425389280,330481380066.11,-0.010854528864825,-0.04385650651135,-0.00492407405365
-1010375490162.3,-191026728469.13,325021383170.56,-0.00863698290395,-0.044368778962975,-0.004273993922625
-968348500159.1,-195273163454.62,313801285197.12,-0.01096085940435,-0.0440036038258,-0.003726024229825
-901312882217.74,-255795469585.57,339012926169.63,-0.01038272129095,-0.041877515215625,-0.0021989579113
-875290885409.33,-302851264499.7,281572195000,-0.01584131108125,-0.04177786614225,-0.0037052786385
-925500817668.05,-257370221816.16,312922687134.39,-0.0146414880533,-0.0425357696885,-0.0041344389097
-879772790452.17,-320306449352.02,257363422281.77,-0.01453512544365,-0.04062388663245,-0.002578185804475
-842212252992.03,-355541108944.44,307995643598.04,-0.016894791670725,-0.039741109897475,-0.00341992509925
-928105168601.16,-254625457135.85,340049479886.57,-0.014703901957575,-0.0427806854656,-0.00528769652415
-928345682083.94,-254619626741.42,340206008301.8,-0.01321186862925,-0.042722002095775,-0.0058304337893
-901437001075.45,-278143919274.86,365582289712.83,-0.015815796442325,-0.04208015039575,-0.006182718364725
-880605892905.66,-320727620411.01,256407636188.17,-0.0160356912052,-0.04071782764695,-0.002866771678025
-837463801611.68,-335975597555.52,333332368022.3,-0.016700411546775,-0.040801148392775,-0.004258432059725
-838271035923.81,-335517296063.74,315793054194.92,-0.016612483003575,-0.040858516869175,-0.0055826141715
-929686507264.28,-259035616325.44,298890353475.08,-0.01188225431225,-0.042477908759525,-0.003821120471725
-936336912379.62,-255799816296.32,332377023831.41,-0.011775923772725,-0.042330811445075,-0.00501917029555
-928588949178.15,-254567805394.87,304874326392.79,-0.01158151157865,-0.041626064198775,-0.003103374326975
-937020468589.78,-258677206612.07,305376367399.57,-0.0132557852645,-0.042624183633125,-0.003479126351025
-936745062118.74,-257390195694.47,307133111400.74,-0.0129550425309,-0.041772339072375,-0.002761380206275
-789959837437.08,-311384338477.88,305915805052.14,-0.01948511605505,-0.038846357150675,-0.007698686787975
-792168447411.86,-310332877974.26,300682653758.37,-0.018809524793575,-0.03869632528895,-0.0062986015464
-835392362389.96,-314168004501.03,297978644614.68,-0.01696827633065,-0.03906032229105,-0.006033608718875
-838616119055.28,-327451166227.03,280777366238.2,-0.0171602567579,-0.037758235546525,-0.004782137911775
-811380564603.63,-351938559006.93,320212003631.86,-0.019752491853,-0.038299710954575,-0.004111752778975
-840762478256.92,-347541716091.85,308648412990.82,-0.016998843554775,-0.03849639162935,-0.003492636403925
-786970011465.86,-322951403005.61,283900164788.33,-0.019001505220825,-0.037394238544425,-0.0050471307393
-822281713962.31,-343247098772.31,305989308930.48,-0.018949516848275,-0.038545121968475,-0.00299401351905
-910321362147.12,-268043002803.86,289459111908.52,-0.01418571825255,-0.040599949397525,-7.9428260901563e-05
-842393907038.37,-349009972087.31,306866224806.11,-0.0156595831091,-0.0383688273284,-0.00253324027615
-896480319619.19,-262160888470.04,281355691911.52,-0.01108637563,-0.040528471575525,-0.0005693407662775
-867814044685.74,-287386580133.91,410792201848.93,-0.014880857193475,-0.0400859421109,-0.00094933817751656
-856055694974.6,-249776722237.29,276432389069.41,-0.0140549654635,-0.039519604582025,-0.002171943097925
-912729237516.56,-268214398489.4,287538985333.13,-0.012628300434975,-0.0406724418571,0.0002488991670625
-623401931087.39,739508775447.51,24017764580.579,0.029107872610123,-0.040351088240625,-0.03243351636995
-923332834070.51,-165300447316.95,290851231573.07,-0.0082856780399,-0.041938000032175,-0.003114555863125
-994937686074.07,-130258263469.62,318585001439.96,-0.007194977671025,-0.04404386886255,-0.004538517986225
-949094942059.86,-126622764192.4,296898604820.2,-0.0087487261479,-0.04271920600105,-0.005752505671025
-919329282172.2,-137008212583.17,324921077160.59,-0.007981214394525,-0.04305856988855,-0.004497479420475
-953700941846.58,-132567354345.46,317507528968.78,-0.008511639994225,-0.0429373454196,-0.007520136469075
-893929181697.54,-200894983833.55,292675542601.76,-0.010251980080975,-0.041347185127825,-0.00527399852935
-984236840649.2,-129456165682.84,313676517544.66,-0.0061614886441,-0.043946909994975,-0.005308537610225
-981469283751.8,-125595374069.77,326619912615.99,-0.006249090829725,-0.043797022146525,-0.004103502011225
-1056331448264.1,26265389058.878,333847693173.75,-0.000529526068835,-0.04679288848405,-0.004646182243025
-1093993930455.6,28963812712.992,346677304939.1,-0.00046178901862,-0.047781025148025,-0.006752219118625
-1067124957600,21819059828.366,321658419716.82,-0.001464457263525,-0.046971820790975,-0.00567559153075
-1029034886990.1,42661464365.398,380332685559.2,0.0010411569931575,-0.047532222616125,-0.006535027198875
-1043845947257.4,23498192297.193,323902327262.03,0.0009662519249925,-0.046718687525625,-0.00537965125795
-1035656462761.1,-10334409461.699,327326560081.81,-0.002522672823675,-0.046384391241475,-0.005992130828425
-1019329676079.9,-54359718698.672,312164735967.06,-0.0028308056775,-0.045593795831225,-0.005333019032
-959860463649.29,-85751307488.2,343173608857.99,-0.006186217783175,-0.0445319436583,-0.008898646800475
-1024241924670.7,-41207228101.195,287100036771.45,-0.00299892115335,-0.04475822623145,-0.00645156402385
-949398515469.86,-132576555858.03,316629686942.58,-0.006563453818,-0.042960174676525,-0.007862125696125
-969699134042.27,-119023682783.31,276146287622.74,-0.005410885633225,-0.043244533193375,-0.006408567452075
-1035753477729.4,-10073895397.27,327071812675.36,-0.002690788299525,-0.0455488216417,-0.007110675820275
-993045665358.87,-53090572687.702,289497073403.74,-0.004751447294075,-0.04476883376245,-0.00660452808465
-1045835813108.1,-13705964456.805,314883131865.16,-0.003992168921175,-0.0459746632731,-0.0079500430997
-992146011389.89,-47413286589.459,298761326091.49,-0.0052461886163,-0.045430914578875,-0.007725947278275
-1305249433681.6,86674919491.004,249966402238.21,-0.004928141623725,-0.0569281465625,-0.021720003632325
-1114248370222.4,-140200833014.5,388248242481.34,-0.00792173812235,-0.051273499175675,-0.0170424331746
-1117520935663.3,-151407737839.29,375960874222.62,-0.009258492826425,-0.05377774437725,-0.0194361171242
-1353188266144.9,92002865356.573,408810964743.77,-0.00579048781375,-0.05716320077805,-0.018471779258075
-1137833265328.3,-85359391601.422,363464682285.5,-0.00727393068475,-0.053356965451925,-0.01531470632725
-1145101815854.6,-110250552822.36,336173751452.88,-0.008610685388825,-0.0558612106535,-0.01770839027685
-1143015630341.7,140112579112.31,215117093989.22,0.0011830076008525,-0.054943108723125,-0.021611166701525
-1109373023551.3,58762042720.559,343708451931.47,-0.0028720144763,-0.051986147104025,-0.014140395437275
-1173598909793,126140822520.47,194267857337.34,-0.00077698617711,-0.055709852367875,-0.02334854869805
-1118031299025.2,-192257083506.7,518519203595.82,-0.007237761483625,-0.0547723404262,-0.021871337277075
-1344212800945.9,96548856280.336,418064165751.59,-0.00309701973485,-0.0560900707461,-0.015904786050625
-1250767046644.7,-79906006107.079,305517843859.71,-0.00463530898635,-0.053887578566225,-0.014368660739825
-1170350477398.7,157821047545.98,408882910030.85,-0.0002746797668625,-0.0550882728858,-0.01741562842835
-1108729792920.9,-114821803338.67,385023574963.13,-0.0072210167855,-0.049414707519575,-0.016645351188075
-1009718927387,-42038700905.015,417509459373.79,-0.0055805800312,-0.0483066148577,-0.015001548682275
-1037554450996.2,-14828577222.13,300189090679.41,-0.00366700491215,-0.04574285434475,-0.009645691576375
-985803206171.76,-65617322631.016,320359899947.16,-0.006216472458175,-0.047101965284075,-0.01240093976695
-980032507570.61,-111611401528.31,309436841679.03,-0.006612559488175,-0.04537339667355,-0.011921647262225
-1113641904683,40451224948.94,354179868738.66,-0.003291279047625,-0.0493393182267,-0.011477840046225
-955912966227.74,-85886204905.191,334970893456.42,-0.00512770595075,-0.04466790041765,-0.010440138024
-1054699207057.1,-10475612393.096,289432931328.19,-0.004669310554325,-0.048328468091825,-0.010934941685425
-1037953937239.5,5276331116.7115,306471731532.76,-0.003604696545725,-0.0476748534084,-0.009661202733075
-1112581175267.9,39275055104.457,346700836848,-0.003359621705225,-0.0494936253161,-0.014357361144875
-1064016442278.1,80405617267.4,396787440599.16,-0.0013684497439525,-0.04836564477235,-0.011114082915375
-1032096756084.3,78310995495.729,292958654492.87,0.001361828599805,-0.046800717302225,-0.008139801392625
-1035185676449.6,5074291135.0742,305998367902.61,-0.0019436070746025,-0.0474833092313,-0.010108877157375
-1133780937056.3,101279492154.52,340591144526.82,-0.0001631056183975,-0.0494080394908,-0.009922654166475
-1109093377916.1,25425901022.799,243453152951.08,-0.0007382629490475,-0.04852570394975,-0.008917448408475
-1034433754571.2,-14385543392.729,299863102665.94,-0.0020059154410275,-0.04555131016765,-0.010093366000675
-1081520899865,61613522760.833,282185012523.03,-0.0001411174119725,-0.047049519834125,-0.008356993312375
-1023378788288.3,-10674518690.197,311594421767.03,-0.0013119011327275,-0.0454047458773,-0.00839891071635
-1077899766940.9,90061985847.98,316125190385.19,0.0017551164228525,-0.048672972289825,-0.010461247976275
-1148673294734.9,193387662460.61,297610713614.85,0.0040512280888725,-0.048687775194425,-0.0079683185512
-1131246418402.7,291791711772.6,341660412390.75,0.0067157317030925,-0.0485083262377,-0.0084177449225
-1149858119300.7,219120929482.61,315336612833.48,0.0026692370395975,-0.050378723763575,-0.0105186544832
-1035698031006.6,159804024227.4,302539725161.25,0.00526187574258,-0.04704303725555,-0.00775097294185
-1143155897243.7,220057618957.37,309469900559.3,0.00586620158442,-0.050074010540475,-0.009385270294525
-1087049735260.6,101481902039.59,312274936565.7,0.003649845974945,-0.047857631639075,-0.00787707663865
-1077005423869.7,93038782634.666,319576950467.94,0.00268290510398,-0.047541834216875,-0.009238850298525
-1153940365920.2,220244224128.73,310634562673.07,0.0039984078346525,-0.050077729245975,-0.009387498718
-1050803597567.1,208221175588.58,294732001719.39,0.0056632578565075,-0.0478731808109,-0.0078422148544
-1150280262674.4,218390958305.94,318984263091.5,0.0029056098185725,-0.050475076166,-0.0122198354599
-1089838889578.2,50616984716.688,337430340289.38,-0.001048798654795,-0.049570965818675,-0.014910769822425
-1173064553108.6,149176264044.14,405074933270.93,0.0004978540320675,-0.0529631212085,-0.0164329117951
-1251143027715.2,172268356858.46,345582885859.1,0.00243717169296,-0.053272678931525,-0.014337383811
-1090852265768.3,54902250135.394,337392231936.33,-0.00056119142587,-0.0520634876066,-0.014693804114825
-1202961739130.6,88059178167.108,251970198046.98,0.0013781262350225,-0.052373045329625,-0.012598276130725
-1054383255358.2,80115940897.745,371810054266.13,-2.36016106475e-05,-0.04817477206795,-0.0127578353314
-1084767560028.2,89102248439.482,348658673493.26,0.0019914892018275,-0.04876932469225,-0.012162428952975
-1136713253225.7,956603456490.51,153685422218.44,0.022581036458085,-0.0530453978674,-0.02145384755995
-1261847030907.4,739930547797.77,78812780190.274,0.017940030293825,-0.058443410832875,-0.02397879134215
-1378318784250.6,726324856655.18,247579712567.2,0.014700324245502,-0.058620309800375,-0.017991054551475
-1187491946469.7,527294117086.04,189189124100.46,0.00845073545493,-0.0546904513516,-0.020913796614475
-1179240179472.3,954479233783.02,-48082940807.76,0.020439791708562,-0.054324153698125,-0.02434575741865
-1163567270959.3,522249409884.15,200384068872.38,0.013864008611533,-0.05330880401345,-0.014844447395625
-1372975275692.7,775496102196.4,296858863464.69,0.0155735073207,-0.055253759989825,-0.01524431651655
-1173354691474.5,742666127097.73,88399182589.53,0.012451044628185,-0.05770309274135,-0.025358618216
-1323371975164.9,726338484922.32,284078691870.99,0.011209460582043,-0.0575913331786,-0.0216679942644
-1243743958767.5,735077665528.57,178897456588.31,0.018628121356692,-0.058793390599775,-0.020036680458175
-1171049009243.4,847230515773.06,256223764630.31,0.020928997525047,-0.05545034634435,-0.01920739865
-1162929674619.2,814409512651.51,216556982670.48,0.018956336116365,-0.05408676372185,-0.01604303060945
-1187587686691.6,529754452463.2,191413743939.28,0.010232100409223,-0.053774471997,-0.016836987780625
-895027799439.18,532319716294.41,-915908904.29091,0.022105392609435,-0.044145687356775,-0.0347303730735
-791638649590.48,617337271436.07,110101987047.31,0.025625454771068,-0.0417350505981,-0.03074845987625
-1045520957185.6,601346513201.44,195336050946.87,0.018445997344497,-0.0507147536369,-0.025168160816425
-893315915095.23,624994172890.09,-34781393696.701,0.020216188277595,-0.049268359973275,-0.033232596206275
-825188363902.84,739364779773.51,15546900455.635,0.026076380435132,-0.04480275450455,-0.027555021035
-897040670527.74,627118841394.23,-40810366683.79,0.02246040861268,-0.04946268057475,-0.0287751783965
-1197892831180.6,677055288021.68,-2957928306.2958,0.01368811768384,-0.051287217236725,-0.031616651292375
-1192215002142,640087818583.52,151713708560.35,0.013303094748,-0.052090725492075,-0.0265986516194
-1202413557020.7,328991730746.2,289642645863.59,0.0084727206485375,-0.05033849336855,-0.01184717484035
-1202184755172.5,338373059402.4,304733590086.57,0.0072292934245025,-0.051489578433425,-0.0144677500489
-1104780887191.3,230803947685.27,249578846246.81,0.00676115191008,-0.0495016677222,-0.0113500047302
-1089596702067.5,259922348330.08,313476799939.2,0.0049443507781,-0.05119694728365,-0.015075738544975
-1135983911710.1,336431060300.11,223360290264.75,0.0097204035721975,-0.051276667219675,-0.016805257021975
-1073230026687.1,224113477809.95,276191528819.98,0.0051297309392875,-0.049601738830125,-0.013053414130375
-1076917437935.9,482571820466.67,257705677444.24,0.015212253060742,-0.04843457525625,-0.008188265659725
