electric_potential_0,x_0,x_1,x_2
230407.06571794,-0.055456146919575,-0.09036258543255,0.014255399047017
231098.38828135,-0.055334820056525,-0.091850194595325,0.013623961488648
0,-0.06136959430885,-0.097014394734225,0.006489516746865
0,-0.059252940089125,-0.0933082602921,0.0055821198345675
0,-0.065690200504875,-0.08786325350195,0.00342712632492
0,-0.063710322702875,-0.08782394197755,0.00214789924185
0,-0.059879862013775,-0.098028757258525,0.00933706795032
0,-0.059977650215575,-0.09906561586395,0.010932226776717
0,-0.058143531888425,-0.095157125589125,0.009556599167425
0,-0.05845872732525,-0.09812641024515,0.01098835162298
0,-0.05836093912345,-0.097089551639725,0.0093931927965825
0,-0.05840891156475,-0.096981378339425,0.011978437242575
0,-0.0577875078399,-0.095048952288825,0.011312329716897
0,-0.0579230003544,-0.09395134264475,0.012258747458943
0,-0.06110858797805,-0.0962280024774,0.00930416860394
0,-0.059201542079175,-0.09329561976935,0.011235762492967
0,-0.06206276825735,-0.0952136399531,0.00759142577864
0,-0.0609810587414,-0.092892570485275,0.0071563474462275
0,-0.059515890606425,-0.0942955764268,0.009498164056685
0,-0.059027034508125,-0.092908891095025,0.00855467617937
155623.01117488,-0.056755926941625,-0.09864001602715,0.013860298737735
77644.919567599,-0.057331800388875,-0.097494984121425,0.013746197635255
155684.64248804,-0.056545505933475,-0.098777282649425,0.015271555957198
77978.091607282,-0.057569143232225,-0.09935789253085,0.01456770300777
233329.56205564,-0.055732289642875,-0.098059406145725,0.014564151687163
155351.47044836,-0.056308163090125,-0.09691437424,0.014450050584683
0,-0.058816068933475,-0.097278476489075,0.0133727086733
0,-0.060144269511575,-0.0937169369718,0.012294660550495
0,-0.059137392641025,-0.095767367640925,0.01376549920515
0,-0.0588657277868,-0.0943726598472,0.01331764551647
0,-0.06007491077525,-0.0984235083948,0.013795110256927
0,-0.0603962344828,-0.09691239954665,0.014187900788777
0,-0.05940385852125,-0.09935789253085,0.014876003488917
0,-0.06118667629685,-0.09906561586395,0.01234471397994
0,-0.06396546530715,-0.09906561586395,0.012302131614722
0,-0.06493934546945,-0.096250498558525,0.00914400223982
0,-0.06398516519015,-0.097264861082825,0.01085674506512
0,-0.05857503278515,-0.07391260880775,0.00795686362775
0,-0.05781634393325,-0.070356917974425,0.00818171299422
0,-0.05995737988225,-0.074017764323,0.006399589864215
0,-0.057633513808425,-0.07198140203145,0.00864089782165
0,-0.058013054545875,-0.088403793718275,0.01011246263162
229865.42710831,-0.055714571838175,-0.0881595197663,0.013459756505512
0,-0.059743967764175,-0.091575804597875,0.012651968831295
76854.667563248,-0.05683539895875,-0.090534374552675,0.012400753463415
0,-0.057446530313875,-0.086956638624525,0.010863499772398
76854.667563249,-0.05657163808955,-0.089697693839625,0.01171623433911
153294.58881078,-0.056049738957375,-0.088317415586525,0.012323273173242
153425.50586078,-0.05644573796615,-0.089435408807125,0.013661264806943
0,-0.05910296119165,-0.090870233190475,0.010155449853047
0,-0.05760233411895,-0.089797491995675,0.010475783581527
76439.921247529,-0.056513910754775,-0.086970058648825,0.011833859556437
0,-0.058407949005825,-0.08561436165205,0.010203417542798
153010.75954506,-0.05619192832685,-0.086929239299625,0.013795429535552
0,-0.058801240331775,-0.091154487395425,0.011593070773768
76439.921247529,-0.056526052943125,-0.0861924065342,0.012656881547645
227360.27204079,-0.055043578715125,-0.0810713578184,0.013290446743503
227920.23044022,-0.055175076732625,-0.0822751317883,0.013946642424547
151897.8434681,-0.05613406567425,-0.082495864706025,0.014626455934198
76157.122283996,-0.056481801502825,-0.08366054213935,0.014307133142185
0,-0.0576346328243,-0.0806512490891,0.010328680697982
